region,SA2_5DIG16,v_lnp_sa2,v_alp_sa2,v_t_sa2,p_lnp_sa2,p_alp_sa2,p_lnp_sa2_16,swing,coal,mining,coal_lab,min_lab
Shoalwater Bay,31221,7.556360862,3.818806027,11.375166888999999,66.43,33.57,59.04,7.39,NaN,NA,NA,NA
Singleton,11112,4665.394577,4289.082836,8954.477413,52.1,47.9,44.72,7.38,24.568004459308806,26.08695652173913,coal,mining
Toronto - Awaba,11219,3705.444031,4488.611287,8194.055317999999,45.22,54.78,37.84,7.38,2.5557809330628802,3.103448275862069,coal,mining
Quoiba - Spreyton,61090,1118.552304,825.4114889,1943.9637929,57.54,42.46,50.16,7.38,0,2.11433046202036,non_coal,mining
Gunnedah Region,11200,1766.476414,539.9780292,2306.4544432000002,76.59,23.41,69.22,7.37,10.211066742726754,11.922418710781518,coal,mining
Bethania - Waterford,31323,2597.346021,2129.491924,4726.837944999999,54.95,45.05,47.59,7.36,0.2052861175263023,0.5132152938157557,non_coal,non_mining
Airlie - Whitsundays,31359,3120.866112,1894.899776,5015.765888,62.22,37.78,54.86,7.36,5.077687009450585,5.638314912702227,coal,mining
Kingaroy Region - South,31507,1568.227017,544.2709906,2112.4980076,74.24,25.76,66.89,7.35,4.030226700251889,5.163727959697733,coal,mining
Moulden,71040,594.2136389,564.3570987,1158.5707376,51.29,48.71,43.94,7.35,0,3.5035035035035036,non_coal,mining
Kings Park (Vic.),21333,1715.895275,3850.917245,5566.81252,30.82,69.18,23.48,7.34,0,0,non_coal,non_mining
Gladstone,31534,1295.155987,1608.58018,2903.736167,44.6,55.4,37.26,7.34,1.1349306431273645,4.371584699453552,coal,mining
Grant,41150,2254.821666,889.91249,3144.734156,71.7,28.3,64.36,7.34,0,0.6177924217462932,non_coal,non_mining
Latrobe,61087,1587.109131,1275.069945,2862.179076,55.45,44.55,48.12,7.33,0,1.8332347723240685,non_coal,non_mining
Hyde Park - Pimlico,31479,1367.031234,1070.622089,2437.653323,56.08,43.92,48.76,7.32,0.36706869428421607,1.2585212375458836,non_coal,non_mining
Derby - West Kimberley,51263,780.0433091,1044.19307,1824.2363791,42.76,57.24,35.44,7.32,0,0.8675799086757991,non_coal,non_mining
Summerland Point - Gwandalan,11052,1790.061539,1764.07004,3554.131579,50.37,49.63,43.08,7.29,0.8291110087517274,1.7964071856287425,coal,non_mining
Wattle Range,41158,1405.861214,524.1145548,1929.9757688,72.84,27.16,65.55,7.29,0,0.4418262150220913,non_coal,non_mining
Leichhardt - One Mile,31291,1537.366604,2084.284506,3621.65111,42.45,57.55,35.18,7.27,0.5097706032285472,0.7646559048428208,non_coal,non_mining
St Albans - South,21335,2370.174913,4982.207838,7352.382751,32.24,67.76,24.99,7.25,0,0,non_coal,non_mining
Ripley,31294,1935.409596,1893.144441,3828.554037,50.55,49.45,43.3,7.25,0.5689277899343544,0.9628008752735231,coal,non_mining
Beenleigh,31306,1945.096641,1540.735123,3485.831764,55.8,44.2,48.56,7.24,0.140597539543058,0.492091388400703,non_coal,non_mining
Mowbray,61040,725.6587726,927.2843035,1652.9430760999999,43.9,56.1,36.68,7.22,0,0,non_coal,non_mining
Durack - Marlow Lagoon,71038,1092.582621,893.015964,1985.5985850000002,55.03,44.97,47.81,7.22,0,1.6956521739130437,non_coal,non_mining
Riverwood,11373,2245.230062,2280.662986,4525.893048,49.61,50.39,42.4,7.21,0,0,non_coal,non_mining
Moe - Newborough,21095,4268.711908,4870.5494420000005,9139.26135,46.71,53.29,39.5,7.21,0.8719916288803629,1.7439832577607257,coal,non_mining
Castlereagh - Cranebrook,11458,7517.100424,5629.195877,13146.296301,57.18,42.82,50.01,7.17,0.026253609871357313,0.27128730200402557,non_coal,non_mining
Budgewoi - Buff Point - Halekulani,11046,2252.7469380000002,2622.180841,4874.927779,46.21,53.79,39.06,7.15,0.7782101167315175,1.1373840167614486,coal,non_mining
Chinchilla,31172,2739.207781,815.9999412,3555.2077222,77.05,22.95,69.9,7.15,1.8908865468071916,7.9975201487910725,coal,mining
Upper Coomera - Willow Vale,31258,7035.369889,4410.786981,11446.156869999999,61.46,38.54,54.31,7.15,0.2051790009905193,0.990519315126645,non_coal,non_mining
Sandgate - Shorncliffe,31044,1856.936914,1983.084383,3840.021297,48.36,51.64,41.23,7.13,0.3885552808194984,1.2363122571529495,non_coal,non_mining
Lockyer Valley - West,31451,3787.025751,1561.032619,5348.058370000001,70.81,29.19,63.68,7.13,0.406421459053038,1.767933346880715,non_coal,non_mining
Telina - Toolooa,31538,1393.468098,1770.184584,3163.652682,44.05,55.95,36.92,7.13,0.6076718571971136,3.4941131788834032,coal,mining
Cairnlea,21329,1584.486058,3126.602952,4711.08901,33.63,66.37,26.54,7.09,0,0,non_coal,non_mining
Rosewood,31282,3321.326588,2929.234832,6250.56142,53.14,46.86,46.05,7.09,0.7297790391242651,1.4190147982971821,coal,non_mining
Monto - Eidsvold,31508,1049.701275,360.6838224,1410.3850974,74.43,25.57,67.34,7.09,2.3289665211062593,7.059679767103348,coal,mining
Collie,51009,1901.386405,2721.395833,4622.782238,41.13,58.87,34.04,7.09,14.729950900163665,19.476268412438625,coal,mining
Gunnedah,11199,4023.834899,1320.670787,5344.505686,75.29,24.71,68.21,7.08,14.955296667569765,16.255757247358442,coal,mining
Mukinbudin,51242,964.9884917,219.7334607,1184.7219524,81.45,18.55,74.38,7.07,0,15.545087483176312,non_coal,mining
Kyogle,11247,2679.577565,1753.874441,4433.4520059999995,60.44,39.56,53.39,7.05,0.12391573729863693,0.7847996695580339,non_coal,non_mining
Bald Hills,31022,2101.981183,1638.822314,3740.803497,56.19,43.81,49.15,7.04,0.20491803278688525,0.9074941451990632,non_coal,non_mining
Port Pirie,41122,4302.785513,3718.179096,8020.964609,53.64,46.36,46.61,7.03,0.08208495793145906,2.6472398932895547,non_coal,mining
Driver,71037,624.2169595,566.4216332,1190.6385927000001,52.43,47.57,45.4,7.03,0,2.295332823259373,non_coal,mining
Mulgoa - Luddenham - Orchard Hills,11463,3506.307177,1717.852103,5224.15928,67.12,32.88,60.1,7.02,0,0.4712939160239932,non_coal,non_mining
Cranbrook,31472,1728.889798,1304.704463,3033.594261,56.99,43.01,49.98,7.01,0.39612676056338025,1.1883802816901408,non_coal,non_mining
Youngtown - Relbia,61052,1465.826649,1376.74665,2842.573299,51.57,48.43,44.57,7,0,0.6559031281533804,non_coal,non_mining
Brighton (Qld),31042,2453.63375,2778.734745,5232.368495000001,46.89,53.11,39.92,6.97,0.31574199368516015,1.1727559765448805,non_coal,non_mining
Crows Nest - Rosalie,31179,2909.913008,953.5440957,3863.4571037,75.32,24.68,68.36,6.96,2.693056456846204,3.9909149902660612,coal,mining
Kilkivan,31515,1313.833134,484.2954786,1798.1286126,73.07,26.93,66.13,6.94,1.1686143572621035,3.33889816360601,coal,mining
Glendenning - Dean Park,11314,1456.633301,2387.852055,3844.485356,37.89,62.11,30.96,6.93,0,0.1416029453412631,non_coal,non_mining
Ipswich - North,31288,1282.873991,1127.733077,2410.6070680000003,53.22,46.78,46.29,6.93,0.5059797608095675,0.8279668813247469,non_coal,non_mining
St Albans - North,21334,2684.876517,5711.988252,8396.864769,31.97,68.03,25.06,6.91,0,0.11434171839268213,non_coal,non_mining
Bentley Park,31144,2025.418566,1608.596844,3634.01541,55.74,44.26,48.83,6.91,0.2988643156007173,1.8230723251643755,non_coal,non_mining
Jondaryan,31180,2521.641802,946.8434752,3468.4852772,72.7,27.3,65.82,6.88,0.9993753903810119,1.6864459712679576,coal,non_mining
Central Highlands - West,31191,2084.171201,821.3715802,2905.5427812000003,71.73,28.27,64.85,6.88,19.07126168224299,22.66355140186916,coal,mining
Clinton - New Auckland,31533,3047.930462,3759.077267,6807.007729,44.78,55.22,37.91,6.87,0.6204756980351602,4.360565322302654,coal,mining
Woodroffe,71044,724.2007125,706.0486713,1430.2493838,50.63,49.37,43.76,6.87,0,3.8173142467620997,non_coal,mining
Croydon - Etheridge,31397,209.1636988,77.12434465,286.28804345,73.06,26.94,66.22,6.84,0,0,non_coal,non_mining
Mudgee Region - East,11073,1259.719209,767.2952359,2027.0144449,62.15,37.85,55.32,6.83,8.734939759036145,10.140562248995984,coal,mining
Neerabup National Park,51106,0.573807854,0.36868864,0.942496494,60.88,39.12,54.05,6.83,NaN,NA,NA,NA
Brassall,31283,2512.318077,2884.902339,5397.220416,46.55,53.45,39.73,6.82,0.141643059490085,0.3541076487252125,non_coal,non_mining
Invermay,61036,703.8285135,997.1930734,1701.0215868999999,41.38,58.62,34.56,6.82,0,0,non_coal,non_mining
Oberon,11061,1699.005102,886.6933975,2585.6984995000003,65.71,34.29,58.9,6.81,0,0.7415858528237307,non_coal,non_mining
Tara,31178,1006.625552,355.5406379,1362.1661899,73.9,26.1,67.09,6.81,0.7993605115907274,2.238209432454037,coal,mining
Redbank Plains,31302,2674.04598,4065.477271,6739.5232510000005,39.68,60.32,32.87,6.81,0.29535864978902954,0.6610407876230662,non_coal,non_mining
Millicent,41152,1850.128042,1107.499721,2957.627763,62.55,37.45,55.74,6.81,0,0.2163331530557058,non_coal,non_mining
Crestmead,31314,1438.140356,2605.602709,4043.7430649999997,35.56,64.44,28.76,6.8,0,0.2698724239450442,non_coal,non_mining
Revesby,11360,4165.250822,3626.1449,7791.395721999999,53.46,46.54,46.67,6.79,0,0.10187745597438509,non_coal,non_mining
South Townsville - Railway Estate,31488,1523.916852,1196.598135,2720.514987,56.02,43.98,49.25,6.77,0.6278777731268314,2.051067392214316,coal,non_mining
Kin Kora - Sun Valley,31536,892.3346991,1124.515142,2016.8498411,44.24,55.76,37.48,6.76,0.9554140127388535,2.547770700636943,coal,mining
Gowrie (Qld),31449,2514.573102,944.2525995,3458.8257015,72.7,27.3,65.95,6.75,1.5553199010250973,3.4287734181689644,coal,mining
Anindilyakwa,71062,192.0021942,314.4391554,506.44134959999997,37.91,62.09,31.18,6.73,0,34.82142857142857,non_coal,mining
Burpengary,31372,3994.997157,3405.328941,7400.326098,53.98,46.02,47.26,6.72,0.3901170351105332,1.0240572171651494,non_coal,non_mining
Summerhill - Prospect,61048,1439.106704,1386.811263,2825.9179670000003,50.93,49.07,44.22,6.71,0,0,non_coal,non_mining
Byford,51142,4594.830782,3027.448018,7622.2788,60.28,39.72,53.58,6.7,0.06775067750677506,6.747967479674796,non_coal,mining
Johnstone,31160,2845.103383,1569.680093,4414.7834760000005,64.44,35.56,57.76,6.68,0.4578754578754579,1.8315018315018317,non_coal,non_mining
Ipswich - East,31287,3916.791041,5042.211426,8959.002467,43.72,56.28,37.04,6.68,0.27088036117381487,0.5116629044394282,non_coal,non_mining
West Gladstone,31539,1115.175018,1392.530806,2507.7058239999997,44.47,55.53,37.8,6.67,0.4975124378109453,2.9297954671089,non_coal,mining
West Coast (Tas.),61097,963.4562268,1132.927099,2096.3833258,45.96,54.04,39.29,6.67,0,24.47108603667137,non_coal,mining
Singleton Region,11113,1508.647916,1263.528304,2772.17622,54.42,45.58,47.77,6.65,22.540983606557376,23.82172131147541,coal,mining
Lethbridge Park - Tregear,11316,2936.790119,5032.157017,7968.947136000001,36.85,63.15,30.2,6.65,0,0.14256296530967844,non_coal,non_mining
Gilbert Valley,41117,1731.412702,802.5601946,2533.9728966000002,68.33,31.67,61.68,6.65,0,1.9024390243902438,non_coal,non_mining
Dungog,11110,3236.141429,1921.484618,5157.626047,62.74,37.26,56.1,6.64,3.1335149863760217,4.1961852861035425,coal,mining
Callemondah,31532,2.564695784,3.085085926,5.64978171,45.39,54.61,38.75,6.64,NaN,NA,NA,NA
Hermit Park - Rosslea,31478,1409.735918,1100.808857,2510.5447750000003,56.15,43.85,49.52,6.63,0.37656903765690375,1.1297071129707115,non_coal,non_mining
Bracken Ridge,31041,4755.263599,3805.453692,8560.717291,55.55,44.45,48.93,6.62,0.28832894571894196,0.8900589193932557,non_coal,non_mining
Regents Park - Heritage Park,31319,3115.022855,3870.374083,6985.396938,44.59,55.41,37.98,6.61,0.2732987154960372,0.6285870456408855,non_coal,non_mining
Point Vernon,31519,2069.241392,1057.279466,3126.520858,66.18,33.82,59.58,6.6,0.6631299734748011,1.5251989389920424,coal,non_mining
Carnarvon,51276,1212.044757,637.3352184,1849.3799754,65.54,34.46,58.94,6.6,0,4.661885245901639,non_coal,mining
Wynyard,61084,2025.460172,1823.487718,3848.9478900000004,52.62,47.38,46.02,6.6,0.14612761811982464,4.919629810034096,non_coal,mining
Cecil Hills,11593,1997.21158,1670.338858,3667.550438,54.46,45.54,47.87,6.59,0,0,non_coal,non_mining
Edensor Park,11514,2220.824677,2820.179758,5041.004435000001,44.06,55.94,37.48,6.58,0,0,non_coal,non_mining
Sunshine West,21338,2854.879867,5900.663428,8755.543295,32.61,67.39,26.03,6.58,0,0,non_coal,non_mining
Acton - Upper Burnie,61075,915.8376736,1074.342877,1990.1805506,46.02,53.98,39.45,6.57,0,3.683241252302026,non_coal,mining
Condobolin,11062,2185.890661,813.6291882,2999.5198492,72.87,27.13,66.31,6.56,0,2.331288343558282,non_coal,mining
North Ipswich - Tivoli,31292,1494.050995,1765.383377,3259.434372,45.84,54.16,39.28,6.56,0.3051438535309503,0.7846556233653008,non_coal,non_mining
Granville - Clyde,11481,2850.617611,4085.866156,6936.483767,41.1,58.9,34.56,6.54,0,0.05243151133831433,non_coal,non_mining
Light,41111,2849.113118,1858.879571,4707.992689000001,60.52,39.48,53.98,6.54,0,0.5937654626422563,non_coal,non_mining
Bundaberg Region - South,31499,3614.235853,1714.655466,5328.891319,67.82,32.18,61.29,6.53,1.6677357280307887,3.4316869788325848,coal,mining
Cambridge Park,11457,4343.967613,3936.144206,8280.111819,52.46,47.54,45.94,6.52,0,0.06920415224913494,non_coal,non_mining
Gympie - South,31513,2673.165869,1271.442353,3944.608222,67.77,32.23,61.25,6.52,0.8568980291345331,1.2853470437017995,coal,non_mining
Chidlow,51049,842.6214499,572.363011,1414.9844609000002,59.55,40.45,53.06,6.49,0.5185825410544511,7.951598962834917,non_coal,mining
West Ulverstone,61083,1363.17886,1179.757006,2542.935866,53.61,46.39,47.12,6.49,0,1.514004542013626,non_coal,non_mining
Wilsonton,31459,4676.015159,2359.958284,7035.973442999999,66.46,33.54,59.98,6.48,0.20554984583761562,0.9249743062692704,non_coal,non_mining
Stanthorpe Region,31188,2183.62926,970.223035,3153.852295,69.24,30.76,62.79,6.45,0,0.13630168105406634,non_coal,non_mining
Wolffdene - Bahrs Scrub,31310,1936.471066,1267.051904,3203.52297,60.45,39.55,54,6.45,0.38691523039043263,0.9145269081955681,non_coal,non_mining
Moora,51241,1546.295193,295.5387629,1841.8339558999999,83.95,16.05,77.51,6.44,0,1.4354066985645932,non_coal,non_mining
Pialba - Eli Waters,31518,5320.500725,2616.911942,7937.4126670000005,67.03,32.97,60.6,6.43,0.7534983853606028,1.4531754574811624,coal,non_mining
Emu Plains - Leonay,11459,4726.212742,3242.337056,7968.549798,59.31,40.69,52.89,6.42,0.10675613847796249,0.24401403080677142,non_coal,non_mining
Glenmore Park - Regentville,11460,6537.07321,4567.221934,11104.295144,58.87,41.13,52.45,6.42,0,0.03624173235480656,non_coal,non_mining
Wynnum West - Hemmant,31021,3917.300172,3601.455476,7518.755648,52.1,47.9,45.68,6.42,0.49691311549465444,0.8733624454148471,non_coal,non_mining
Penola,41156,1250.224876,467.4153665,1717.6402425,72.79,27.21,66.37,6.42,0,0,non_coal,non_mining
Thornton - Millers Forest,11118,2996.964761,3861.549886,6858.514647,43.7,56.3,37.29,6.41,3.95397489539749,4.539748953974895,coal,mining
Bundamba,31284,1762.331544,2394.977372,4157.308916,42.39,57.61,35.99,6.4,0.09093664746892997,0.2121855107608366,non_coal,non_mining
Maitland,11114,1757.745384,2495.37968,4253.125064,41.33,58.67,34.95,6.38,6.377358490566038,7.169811320754717,coal,mining
Wetherill Park Industrial,11521,2.851634468,4.140098708,6.991733176,40.79,59.21,34.42,6.37,0,0,non_coal,non_mining
Loganlea,31326,1806.942916,1874.853625,3681.7965409999997,49.08,50.92,42.71,6.37,0.13404825737265416,0.37533512064343166,non_coal,non_mining
Ulverstone,61082,2515.718668,1984.640387,4500.359055,55.9,44.1,49.53,6.37,0,0.7908264136022143,non_coal,non_mining
Delahey,21331,1318.568346,2900.327261,4218.895607,31.25,68.75,24.9,6.35,0,0.12315270935960591,non_coal,non_mining
Sunshine North,21337,1758.340749,3578.001307,5336.3420559999995,32.95,67.05,26.61,6.34,0,0.13095861707700368,non_coal,non_mining
Granville,31523,1042.604478,772.7038253,1815.3083032999998,57.43,42.57,51.09,6.34,0.831353919239905,2.6128266033254155,coal,mining
Belmont - Bennetts Green,11206,4921.719913,5666.233466,10587.953378999999,46.48,53.52,40.16,6.32,2.245652471587019,2.8481445981103657,coal,mining
Maitland - West,11117,5480.480487,7884.0677,13364.548187,41.01,58.99,34.71,6.3,10.079009182148194,10.965193252188769,coal,mining
Rocklea - Acacia Ridge,31076,1521.436952,2277.678028,3799.11498,40.05,59.95,33.75,6.3,0.17533606078316774,0.4967855055523086,non_coal,non_mining
Atherton,31166,4055.960684,2033.987629,6089.948313,66.6,33.4,60.3,6.3,0.44128462858543765,2.2064231429271883,non_coal,mining
Herberton,31167,1518.795804,945.1287341,2463.9245381,61.64,38.36,55.34,6.3,0.4605263157894736,2.631578947368421,non_coal,mining
Greenbank,31320,3520.729988,2392.041394,5912.771382,59.54,40.46,53.24,6.3,0.3220338983050847,1.0169491525423728,non_coal,non_mining
Kingaroy Region - North,31506,2356.874804,1059.687275,3416.5620790000003,68.98,31.02,62.68,6.3,0.7667031763417306,1.4603870025556773,coal,non_mining
Morayfield - East,31368,2113.289187,2190.298517,4303.587704,49.11,50.89,42.82,6.29,0.21148036253776434,0.8157099697885197,non_coal,non_mining
Punchbowl,11366,2785.841232,5131.185378,7917.026610000001,35.19,64.81,28.97,6.22,0,0,non_coal,non_mining
Warwick,31189,6019.677581,2319.924872,8339.602453,72.18,27.82,65.96,6.22,0.1564673157162726,1.0778859527121,non_coal,non_mining
Bright - Mount Beauty,21069,2786.582,1937.691053,4724.273053,58.98,41.02,52.78,6.2,0,0.2929973630237328,non_coal,non_mining
Loganholme - Tanah Merah,31325,2930.215463,2105.344692,5035.560155,58.19,41.81,51.99,6.2,0.25757875965920346,0.6934812760055479,non_coal,non_mining
Gympie Region,31514,6829.445155,3467.161636,10296.606791,66.33,33.67,60.13,6.2,1.172106824925816,2.7744807121661723,coal,mining
Wauchope,11166,4807.50777,1844.42539,6651.9331600000005,72.27,27.73,66.08,6.19,0.07532011046949535,0.9038413256339443,non_coal,non_mining
Beerwah,31439,2745.643978,1764.034354,4509.6783319999995,60.88,39.12,54.69,6.19,0.9612403100775194,1.7674418604651163,coal,non_mining
Taigum - Fitzgibbon,31045,2806.241398,3082.096566,5888.337964,47.66,52.34,41.48,6.18,0.30115146147032773,0.6908768821966342,non_coal,non_mining
Camira - Gailes,31297,1871.054203,2424.983834,4296.038037,43.55,56.45,37.37,6.18,0.3780241935483871,0.6804435483870968,non_coal,non_mining
Marsden,31317,1556.732478,3013.168009,4569.900487,34.06,65.94,27.88,6.18,0.06323777403035413,0.31618887015177066,non_coal,non_mining
Scottsdale - Bridport,61100,2395.437842,1463.772906,3859.2107479999995,62.07,37.93,55.89,6.18,0,0.46669495120916415,non_coal,non_mining
Katherine,71067,2136.600776,1826.461746,3963.062522,53.91,46.09,47.73,6.18,0,1.0103561505430665,non_coal,non_mining
Saratoga - Davistown,11038,2500.367529,1712.267363,4212.634892,59.35,40.65,53.18,6.17,0,0.26836632002683664,non_coal,non_mining
Collingwood Park - Redbank,31299,1445.587458,2068.062341,3513.649799,41.14,58.86,34.97,6.17,0.17991004497751123,0.5097451274362819,non_coal,non_mining
Clifton - Greenmount,31184,1790.815898,525.0213011,2315.8371991,77.33,22.67,71.17,6.16,0.5112474437627812,2.044989775051125,non_coal,non_mining
Clontarf,31377,2517.804326,1907.596794,4425.40112,56.89,43.11,50.74,6.15,0.2963841138114997,1.215174866627149,non_coal,non_mining
Greenfield Park - Prairiewood,11517,1552.844922,2453.964601,4006.809523,38.76,61.24,32.64,6.12,0,0,non_coal,non_mining
Garbutt - West End,31475,1847.028547,1477.722002,3324.750549,55.55,44.45,49.44,6.11,0.265352539802881,1.7437452615617892,non_coal,non_mining
College Grove - Carey Park,51008,1840.389408,1278.29508,3118.684488,59.01,40.99,52.9,6.11,0.32167269802975473,5.066344993968637,non_coal,mining
Lemon Tree Passage - Tanilba Bay,11120,1921.379521,2053.025385,3974.4049059999998,48.34,51.66,42.24,6.1,0.6756756756756757,1.4478764478764479,coal,non_mining
Hassall Grove - Plumpton,11315,3427.282488,6676.662347,10103.944835,33.92,66.08,27.85,6.07,0.03288031565103025,0.1863217886891714,non_coal,non_mining
Cunderdin,51237,1195.427585,341.6063041,1537.0338891,77.77,22.23,71.7,6.07,0,1.6469038208168645,non_coal,non_mining
Craignish - Dundowran Beach,31517,1881.776406,939.0238213,2820.8002273,66.71,33.29,60.66,6.05,1.7045454545454544,3.2386363636363638,coal,mining
Narangba,31375,4638.341874,4051.509735,8689.851609,53.38,46.62,47.38,6,0.41512915129151295,1.3491697416974169,non_coal,non_mining
East Devonport,61086,1323.822409,1322.281534,2646.103943,50.03,49.97,44.03,6,0,0.8626887131560028,non_coal,non_mining
Swansea - Caves Beach,11212,3396.481919,3970.457893,7366.939812,46.1,53.9,40.12,5.98,2.026715799170889,2.349147858129894,coal,mining
Stanthorpe,31187,2039.689283,911.5053043,2951.1945873,69.11,30.89,63.13,5.98,0,0,non_coal,non_mining
Cooloola,31511,2023.286406,1146.38528,3169.6716859999997,63.83,36.17,57.86,5.97,0.9508716323296356,1.5847860538827259,coal,non_mining
Booral - River Heads,31516,1826.588199,914.8744715,2741.4626705,66.63,33.37,60.67,5.96,1.7576898932831135,3.2015065913371,coal,mining
Benalla Region,21064,1448.215787,764.1267199,2212.3425069,65.46,34.54,59.51,5.95,0,0.8441558441558441,non_coal,non_mining
Springfield,31303,1268.349539,1591.297059,2859.6465980000003,44.35,55.65,38.42,5.93,0.44814340588988477,0.9603072983354672,non_coal,non_mining
