SA2_5digitcode_2016,ALP_TPP_2019,LNP_TPP_2019,ALP_TPP_2019_pc,LNP_TPP_2019_pc,ALP_TPP_2016_pc,LNP_TPP_2016_pc,ALP_TPP_swing,LNP_TPP_swing
11110,1921.484618,3236.141429,37.26,62.74,43.9,56.1,-6.64,6.64
11111,6983.782113,3797.792007,64.78,35.22,75.93,24.07,-11.15,11.15
11112,4289.082836,4665.394577,47.9,52.1,55.28,44.72,-7.38,7.38
11113,1263.528304,1508.647916,45.58,54.42,52.23,47.77,-6.65,6.65
11114,2495.37968,1757.745384,58.67,41.33,65.05,34.95,-6.38,6.38
11115,9644.929075,7353.617216,56.74,43.26,61.53,38.47,-4.79,4.79
11116,1890.733389,2459.940353,43.46,56.54,44.71,55.29,-1.25,1.25
11117,7884.0677,5480.480487,58.99,41.01,65.29,34.71,-6.3,6.3
11118,3861.549886,2996.964761,56.3,43.7,62.71,37.29,-6.41,6.41
11119,1673.111359,1970.627077,45.92,54.08,48.43,51.57,-2.51,2.51
11120,2053.025385,1921.379521,51.66,48.34,57.76,42.24,-6.1,6.1
11121,5909.229512,7790.38749,43.13,56.87,45.36,54.64,-2.23,2.23
11122,4572.773619,3365.344036,57.61,42.39,62.36,37.64,-4.75,4.75
11123,1204.875751,1893.338887,38.89,61.11,41.98,58.02,-3.09,3.09
11124,1147.167776,2150.084265,34.79,65.21,38.27,61.73,-3.48,3.48
11125,3950.322254,3887.85396,50.4,49.6,54.05,45.95,-3.65,3.65
11126,3187.208232,3164.868542,50.18,49.82,63.25,36.75,-13.07,13.07
11127,1073.294768,1115.56708,49.03,50.97,59.99,40.01,-10.96,10.96
11128,963.4095128,2135.674713,31.09,68.91,35.45,64.55,-4.36,4.36
11129,1302.861305,2937.98205,30.72,69.28,35.34,64.66,-4.62,4.62
11133,2.625081548,0.886630521,74.75,25.25,78.48,21.52,-3.73,3.73
11134,5427.391385,3351.950958,61.82,38.18,63.01,36.99,-1.19,1.19
11135,4.801370396,3.589466213,57.22,42.78,56.85,43.15,0.37,-0.37
11138,2655.9853,2498.118076,51.53,48.47,47.04,52.96,4.49,-4.49
11139,1927.129183,1732.248509,52.66,47.34,48.71,51.29,3.95,-3.95
11140,2437.997551,2357.617054,50.84,49.16,47.62,52.38,3.22,-3.22
11144,7638.966293,4643.048895,62.2,37.8,61.15,38.85,1.05,-1.05
11145,6074.812573,3133.986151,65.97,34.03,66.02,33.98,-0.05,0.05
11146,7342.389101,4700.572621,60.97,39.03,60.35,39.65,0.62,-0.62
11147,2499.935754,1981.74041,55.78,44.22,57.25,42.75,-1.47,1.47
11148,4479.476457,2435.138126,64.78,35.22,63.36,36.64,1.42,-1.42
11150,7819.955505,4313.535214,64.45,35.55,63.24,36.76,1.21,-1.21
11151,937.047657,1579.16589,37.24,62.76,40.94,59.06,-3.7,3.7
11152,3071.256126,5924.004258,34.14,65.86,36.85,63.15,-2.71,2.71
11153,1402.83101,2335.569659,37.52,62.48,40.18,59.82,-2.66,2.66
11154,1343.135161,2728.695514,32.99,67.01,36.52,63.48,-3.53,3.53
11155,2731.008468,5225.168096,34.33,65.67,35.41,64.59,-1.08,1.08
11156,1956.42897,3658.377434,34.84,65.16,36.12,63.88,-1.28,1.28
11157,1024.610676,1778.470108,36.55,63.45,37.04,62.96,-0.49,0.49
11158,1650.941298,2441.328845,40.34,59.66,39.13,60.87,1.21,-1.21
11159,1878.639269,2717.535846,40.87,59.13,39.08,60.92,1.79,-1.79
11160,1110.595578,2246.100928,33.09,66.91,33.98,66.02,-0.89,0.89
11161,135.0601251,72.90184999,64.94,35.06,61.32,38.68,3.62,-3.62
11162,3656.514916,7593.800701,32.5,67.5,37.2,62.8,-4.7,4.7
11163,5710.108968,11469.97069,33.24,66.76,31.94,68.06,1.3,-1.3
11164,3481.464906,7672.922795,31.21,68.79,32.71,67.29,-1.5,1.5
11165,856.2001304,2339.25794,26.79,73.21,31.49,68.51,-4.7,4.7
11166,1844.42539,4807.50777,27.73,72.27,33.92,66.08,-6.19,6.19
11167,880.8690609,1961.626069,30.99,69.01,31.23,68.77,-0.24,0.24
11168,2499.408178,4535.312177,35.53,64.47,38.33,61.67,-2.8,2.8
11169,4161.382089,7785.346217,34.83,65.17,38.03,61.97,-3.2,3.2
11170,2701.23748,5249.41644,33.98,66.02,37.34,62.66,-3.36,3.36
11171,1101.106819,2104.894684,34.35,65.65,37.69,62.31,-3.34,3.34
11172,3007.405359,5561.244101,35.1,64.9,32.39,67.61,2.71,-2.71
11173,2013.177152,3525.549018,36.35,63.65,34.3,65.7,2.05,-2.05
11174,2003.142744,3652.915939,35.42,64.58,32.62,67.38,2.8,-2.8
11175,1791.423464,4639.510317,27.86,72.14,26.37,73.63,1.49,-1.49
11176,2960.193851,5077.169897,36.83,63.17,35.16,64.84,1.67,-1.67
11177,387.7998929,911.3135433,29.85,70.15,27.75,72.25,2.1,-2.1
11178,645.183761,1860.428539,25.75,74.25,21.91,78.09,3.84,-3.84
11179,292.8271179,1010.687285,22.46,77.54,22.2,77.8,0.26,-0.26
11180,966.2857232,2319.452904,29.41,70.59,28.99,71.01,0.42,-0.42
11181,998.092001,2449.389071,28.95,71.05,28.53,71.47,0.42,-0.42
11182,479.2407412,1100.115954,30.34,69.66,25.36,74.64,4.98,-4.98
11183,676.8142646,2067.48816,24.66,75.34,22.58,77.42,2.08,-2.08
11184,758.7171973,2430.830191,23.79,76.21,22.48,77.52,1.31,-1.31
11185,1131.313139,3236.948346,25.9,74.1,20.87,79.13,5.03,-5.03
11186,5394.638842,7347.686757,42.34,57.66,40.9,59.1,1.44,-1.44
11187,767.5770509,1696.80852,31.15,68.85,29,71,2.15,-2.15
11188,1420.896465,2324.801487,37.93,62.07,37.87,62.13,0.06,-0.06
11189,324.8306894,1423.536485,18.58,81.42,17.24,82.76,1.34,-1.34
11190,716.9665489,1722.639728,29.39,70.61,29.15,70.85,0.24,-0.24
11191,1766.104587,4881.028264,26.57,73.43,26.7,73.3,-0.13,0.13
11192,707.0155429,2049.908996,25.65,74.35,28.17,71.83,-2.52,2.52
11193,655.1323095,2402.226296,21.43,78.57,26.27,73.73,-4.84,4.84
11194,1001.343151,2489.578377,28.68,71.32,30.49,69.51,-1.81,1.81
11195,870.7110671,3257.846181,21.09,78.91,26.45,73.55,-5.36,5.36
11196,447.9772669,1780.100356,20.11,79.89,24.8,75.2,-4.69,4.69
11197,922.3742443,3188.443806,22.44,77.56,26.26,73.74,-3.82,3.82
11198,529.7247283,2046.877517,20.56,79.44,24.45,75.55,-3.89,3.89
11199,1320.670787,4023.834899,24.71,75.29,31.79,68.21,-7.08,7.08
11200,539.9780292,1766.476414,23.41,76.59,30.78,69.22,-7.37,7.37
11201,1374.310907,2813.853092,32.81,67.19,37.57,62.43,-4.76,4.76
11202,4054.974325,8193.674003,33.11,66.89,35.38,64.62,-2.27,2.27
11203,2849.878154,5816.918731,32.88,67.12,34.03,65.97,-1.15,1.15
11204,985.774152,1849.129485,34.77,65.23,37.39,62.61,-2.62,2.62
11205,3364.276017,7925.920831,29.8,70.2,31.44,68.56,-1.64,1.64
11206,5666.233466,4921.719913,53.52,46.48,59.84,40.16,-6.32,6.32
11207,1960.828357,1596.596268,55.12,44.88,62.87,37.13,-7.75,7.75
11208,8354.053805,6259.885047,57.16,42.84,59.88,40.12,-2.72,2.72
11209,7705.312565,5322.560444,59.14,40.86,63.66,36.34,-4.52,4.52
11210,2946.843036,1935.302591,60.36,39.64,65.93,34.07,-5.57,5.57
11211,1159.845329,986.0277386,54.05,45.95,56.87,43.13,-2.82,2.82
11212,3970.457893,3396.481919,53.9,46.1,59.88,40.12,-5.98,5.98
11213,3642.667854,3948.339295,47.99,52.01,50.37,49.63,-2.38,2.38
11214,4196.233758,3858.264144,52.1,47.9,57.25,42.75,-5.15,5.15
11215,2999.762286,2036.779064,59.56,40.44,67.53,32.47,-7.97,7.97
11216,2403.529063,2674.705871,47.33,52.67,51.66,48.34,-4.33,4.33
11217,4461.399022,3002.763868,59.77,40.23,68.96,31.04,-9.19,9.19
11218,3894.111773,4818.01166,44.7,55.3,50.44,49.56,-5.74,5.74
11219,4488.611287,3705.444031,54.78,45.22,62.16,37.84,-7.38,7.38
11220,2932.157759,2641.304285,52.61,47.39,60.38,39.62,-7.77,7.77
11221,2329.940801,1624.724915,58.92,41.08,72.8,27.2,-13.88,13.88
11222,5499.948727,3720.735369,59.65,40.35,60.1,39.9,-0.45,0.45
11223,2961.875114,1742.996671,62.95,37.05,70.61,29.39,-7.66,7.66
11224,4667.433633,2607.946679,64.15,35.85,62.93,37.07,1.22,-1.22
11225,6128.015274,3741.643779,62.09,37.91,61.79,38.21,0.3,-0.3
11226,5261.697059,2885.20471,64.59,35.41,66.85,33.15,-2.26,2.26
11227,5965.286241,2601.571688,69.63,30.37,70.32,29.68,-0.69,0.69
11228,4817.691571,3766.964196,56.12,43.88,53.43,46.57,2.69,-2.69
11229,4393.70384,2638.838386,62.48,37.52,58.68,41.32,3.8,-3.8
11230,7.644518435,3.657139873,67.64,32.36,65.46,34.54,2.18,-2.18
11231,3330.646041,1504.450929,68.88,31.12,69.04,30.96,-0.16,0.16
11232,2597.466973,1820.339752,58.8,41.2,61.24,38.76,-2.44,2.44
11233,7381.379894,4050.174225,64.57,35.43,65.55,34.45,-0.98,0.98
11234,4461.705509,2038.315581,68.64,31.36,67.9,32.1,0.74,-0.74
11235,3540.98278,1501.438449,70.22,29.78,67.73,32.27,2.49,-2.49
11236,5323.325269,5663.048333,48.45,51.55,48.08,51.92,0.37,-0.37
11237,4231.615654,5663.165388,42.77,57.23,45.17,54.83,-2.4,2.4
11238,2352.290396,1083.010177,68.47,31.53,62.53,37.47,5.94,-5.94
11239,3491.171123,1470.363063,70.36,29.64,66.8,33.2,3.56,-3.56
11240,3770.960519,1618.4479,69.97,30.03,65.87,34.13,4.1,-4.1
11241,1197.737458,1940.507176,38.17,61.83,47.83,52.17,-9.66,9.66
11242,2585.329574,2267.194098,53.28,46.72,50.53,49.47,2.75,-2.75
11243,3506.945919,1279.798817,73.26,26.74,69,31,4.26,-4.26
11244,2492.590652,4968.54196,33.41,66.59,42.33,57.67,-8.92,8.92
11245,1439.407362,2599.441913,35.64,64.36,43.12,56.88,-7.48,7.48
11246,3609.683469,4359.42364,45.3,54.7,49.31,50.69,-4.01,4.01
11247,1753.874441,2679.577565,39.56,60.44,46.61,53.39,-7.05,7.05
11248,4526.978418,4837.326052,48.34,51.66,52.49,47.51,-4.15,4.15
11249,4901.511167,4539.551835,51.92,48.08,54.97,45.03,-3.05,3.05
11250,3762.174013,3961.510773,48.71,51.29,49.34,50.66,-0.63,0.63
11251,2712.721587,2375.323335,53.32,46.68,53.19,46.81,0.13,-0.13
11252,3096.89539,2610.985895,54.26,45.74,54.11,45.89,0.15,-0.15
11253,3889.924952,3382.16322,53.49,46.51,53.35,46.65,0.14,-0.14
11254,4957.725146,5501.052108,47.4,52.6,49.02,50.98,-1.62,1.62
11256,2554.162072,6626.126275,27.82,72.18,31.73,68.27,-3.91,3.91
11257,1604.926464,4883.116473,24.74,75.26,29.46,70.54,-4.72,4.72
11258,1578.968187,3544.771325,30.82,69.18,33.3,66.7,-2.48,2.48
11259,1001.654749,2198.904938,31.3,68.7,32.64,67.36,-1.34,1.34
11260,715.8891866,867.7645938,45.2,54.8,55.84,44.16,-10.64,10.64
11261,1759.794078,1875.917283,48.4,51.6,50.49,49.51,-2.09,2.09
11262,1202.555287,1343.811397,47.23,52.77,49.75,50.25,-2.52,2.52
11263,1759.070394,3083.923532,36.32,63.68,39.34,60.66,-3.02,3.02
11264,753.2156115,1180.633025,38.95,61.05,53.38,46.62,-14.43,14.43
11265,944.5564076,2147.277335,30.55,69.45,35.15,64.85,-4.6,4.6
11266,910.6283828,3086.00788,22.78,77.22,25.46,74.54,-2.68,2.68
11267,3161.027677,6750.651658,31.89,68.11,33.76,66.24,-1.87,1.87
11268,869.5891809,1754.347308,33.14,66.86,33.94,66.06,-0.8,0.8
11269,4392.042327,8130.567689,35.07,64.93,36.51,63.49,-1.44,1.44
11270,2326.905067,4218.136686,35.55,64.45,37.27,62.73,-1.72,1.72
11271,2573.920331,6507.234547,28.34,71.66,30.02,69.98,-1.68,1.68
11272,2931.07548,2801.921552,51.13,48.87,46.45,53.55,4.68,-4.68
11273,1272.07987,1100.819102,53.61,46.39,52.23,47.77,1.38,-1.38
11274,1757.484884,1502.453827,53.91,46.09,50.29,49.71,3.62,-3.62
11275,13.49817989,12.13638074,52.66,47.34,48.53,51.47,4.13,-4.13
11276,1583.526648,1279.114727,55.32,44.68,50.97,49.03,4.35,-4.35
11277,4915.375236,4505.921262,52.17,47.83,48.75,51.25,3.42,-3.42
11278,6010.822845,5016.482864,54.51,45.49,51.55,48.45,2.96,-2.96
11279,4893.354968,3717.845567,56.83,43.17,53,47,3.83,-3.83
11280,1445.135576,1378.395942,51.18,48.82,47.77,52.23,3.41,-3.41
11281,1219.393165,1049.720879,53.74,46.26,50.66,49.34,3.08,-3.08
11282,5341.516732,5014.202099,51.58,48.42,47.27,52.73,4.31,-4.31
11283,1875.181973,1572.516005,54.39,45.61,48.73,51.27,5.66,-5.66
11285,1365.674702,1968.499656,40.96,59.04,42.54,57.46,-1.58,1.58
11288,13.01114933,13.97258441,48.22,51.78,45.05,54.95,3.17,-3.17
11289,1472.628057,1860.438654,44.18,55.82,39.38,60.62,4.8,-4.8
11290,4028.328312,7762.061122,34.17,65.83,33.35,66.65,0.82,-0.82
11291,3492.073743,7518.852308,31.71,68.29,31.28,68.72,0.43,-0.43
11294,802.5086648,2700.631076,22.91,77.09,22.49,77.51,0.42,-0.42
11296,2046.323585,4705.892083,30.31,69.69,28.77,71.23,1.54,-1.54
11297,2632.912449,8890.555194,22.85,77.15,23.65,76.35,-0.8,0.8
11298,780.8105746,2178.622684,26.38,73.62,26.39,73.61,-0.01,0.01
11299,581.8079169,786.9311646,42.51,57.49,43.91,56.09,-1.4,1.4
11300,4692.332116,8540.852503,35.46,64.54,40.17,59.83,-4.71,4.71
11301,1590.693312,4437.081099,26.39,73.61,29.84,70.16,-3.45,3.45
11302,3859.806579,10025.48421,27.8,72.2,28.93,71.07,-1.13,1.13
11303,3732.840742,2642.867131,58.55,41.45,61.87,38.13,-3.32,3.32
11304,5075.76263,3266.98193,60.84,39.16,66.46,33.54,-5.62,5.62
11306,6902.769121,4113.762348,62.66,37.34,68.13,31.87,-5.47,5.47
11307,6344.064379,5977.56277,51.49,48.51,54.47,45.53,-2.98,2.98
11308,6692.379028,4723.512994,58.62,41.38,61.56,38.44,-2.94,2.94
11309,4507.291252,3582.01814,55.72,44.28,54.57,45.43,1.15,-1.15
11310,7092.900018,7765.199847,47.74,52.26,50.86,49.14,-3.12,3.12
11312,6536.388332,6560.769606,49.91,50.09,52.77,47.23,-2.86,2.86
11313,5098.516433,2402.081562,67.97,32.03,75.98,24.02,-8.01,8.01
11314,2387.852055,1456.633301,62.11,37.89,69.04,30.96,-6.93,6.93
11315,6676.662347,3427.282488,66.08,33.92,72.15,27.85,-6.07,6.07
11316,5032.157017,2936.790119,63.15,36.85,69.8,30.2,-6.65,6.65
11317,5972.856573,2978.384731,66.73,33.27,72.47,27.53,-5.74,5.74
11318,1.688964292,1.019381195,62.36,37.64,66.01,33.99,-3.65,3.65
11319,6196.847202,3867.396931,61.57,38.43,67.48,32.52,-5.91,5.91
11320,1.679373407,1.065444299,61.18,38.82,61.77,38.23,-0.59,0.59
11321,3767.737557,2351.418084,61.57,38.43,61.75,38.25,-0.18,0.18
11322,6754.74333,3914.14961,63.31,36.69,65.05,34.95,-1.74,1.74
11323,3488.498698,2312.214985,60.14,39.86,62.58,37.42,-2.44,2.44
11326,11066.1155,3014.818696,78.59,21.41,77.71,22.29,0.88,-0.88
11327,8775.056009,2352.423755,78.86,21.14,79.29,20.71,-0.43,0.43
11328,3137.429059,896.5336652,77.78,22.22,75.68,24.32,2.1,-2.1
11329,3345.628605,1630.00495,67.24,32.76,61.47,38.53,5.77,-5.77
11330,6551.690977,2156.830815,75.23,24.77,70.71,29.29,4.52,-4.52
11331,6941.396609,2404.242406,74.27,25.73,69.03,30.97,5.24,-5.24
11332,9443.190529,2166.097299,81.34,18.66,78.08,21.92,3.26,-3.26
11333,5471.176032,3582.512793,60.43,39.57,52.5,47.5,7.93,-7.93
11334,3982.143793,2552.00891,60.94,39.06,56.56,43.44,4.38,-4.38
11335,6011.381561,2214.238676,73.08,26.92,69.07,30.93,4.01,-4.01
11336,4861.220529,1976.985201,71.09,28.91,65.61,34.39,5.48,-5.48
11337,3009.621744,2423.301438,55.4,44.6,54.35,45.65,1.05,-1.05
11338,7533.510235,4272.878345,63.81,36.19,61.72,38.28,2.09,-2.09
11339,4155.650395,4891.630153,45.93,54.07,36.2,63.8,9.73,-9.73
11340,4180.740671,5158.07605,44.77,55.23,36.52,63.48,8.25,-8.25
11341,3333.053111,4433.608528,42.91,57.09,35.23,64.77,7.68,-7.68
11343,4182.621723,8565.567019,32.81,67.19,25.33,74.67,7.48,-7.48
11344,1822.159412,3977.803101,31.42,68.58,25.4,74.6,6.02,-6.02
11345,3641.931842,4602.150384,44.18,55.82,35.64,64.36,8.54,-8.54
11346,1848.991504,4538.162644,28.95,71.05,23.01,76.99,5.94,-5.94
11347,1592.727559,2514.547355,38.78,61.22,30.1,69.9,8.68,-8.68
11348,7156.16148,5479.442035,56.63,43.37,53.06,46.94,3.57,-3.57
11350,7397.458645,5038.479953,59.48,40.52,59.94,40.06,-0.46,0.46
11354,6147.103836,3717.519633,62.31,37.69,67.92,32.08,-5.61,5.61
11355,297.9243904,133.0479807,69.13,30.87,71.52,28.48,-2.39,2.39
11356,3294.987184,1903.574921,63.38,36.62,67.23,32.77,-3.85,3.85
11357,7172.216985,3763.997708,65.58,34.42,68.22,31.78,-2.64,2.64
11358,3768.726736,4794.188332,44.01,55.99,49.75,50.25,-5.74,5.74
11359,6105.330911,8012.595418,43.25,56.75,48.43,51.57,-5.18,5.18
11360,3626.1449,4165.250822,46.54,53.46,53.33,46.67,-6.79,6.79
11361,6136.712034,2868.050596,68.15,31.85,72.61,27.39,-4.46,4.46
11362,5420.523001,3240.761307,62.58,37.42,68.17,31.83,-5.59,5.59
11363,7003.838364,3733.440685,65.23,34.77,66.31,33.69,-1.08,1.08
11364,7523.201702,5160.106176,59.32,40.68,59.47,40.53,-0.15,0.15
11366,5131.185378,2785.841232,64.81,35.19,71.03,28.97,-6.22,6.22
11367,3648.477661,2291.265083,61.42,38.58,65.88,34.12,-4.46,4.46
11368,4216.538674,4133.188607,50.5,49.5,48.17,51.83,2.33,-2.33
11369,5220.401123,6666.930826,43.92,56.08,48.03,51.97,-4.11,4.11
11370,2921.556475,3280.790956,47.1,52.9,50.29,49.71,-3.19,3.19
11371,2961.26614,4016.744037,42.44,57.56,43.77,56.23,-1.33,1.33
11372,4141.18041,6257.735607,39.82,60.18,43.85,56.15,-4.03,4.03
11373,2280.662986,2245.230062,50.39,49.61,57.6,42.4,-7.21,7.21
11374,3832.454056,6981.643124,35.44,64.56,39.31,60.69,-3.87,3.87
11375,5248.701503,3132.532319,62.62,37.38,62.5,37.5,0.12,-0.12
11376,6952.245199,5038.298965,57.98,42.02,57.58,42.42,0.4,-0.4
11377,3730.572177,3092.199058,54.68,45.32,51.89,48.11,2.79,-2.79
11378,2166.055723,1931.250171,52.87,47.13,54.5,45.5,-1.63,1.63
11379,3089.567115,3989.405481,43.64,56.36,47.27,52.73,-3.63,3.63
11380,3465.093843,3545.962605,49.42,50.58,51.39,48.61,-1.97,1.97
11381,4787.094084,3064.422216,60.97,39.03,60.89,39.11,0.08,-0.08
11382,3217.311454,5688.820109,36.12,63.88,41.64,58.36,-5.52,5.52
11383,5020.617325,7323.140877,40.67,59.33,41.31,58.69,-0.64,0.64
11384,3824.127501,4325.479646,46.92,53.08,46.04,53.96,0.88,-0.88
11385,4446.913333,5372.824068,45.29,54.71,42.3,57.7,2.99,-2.99
11386,4961.24285,6001.467534,45.26,54.74,44.83,55.17,0.43,-0.43
11387,5892.113074,2894.868703,67.06,32.94,66.7,33.3,0.36,-0.36
11388,10649.40031,3964.684035,72.87,27.13,74.52,25.48,-1.65,1.65
11389,5145.213039,2389.522065,68.29,31.71,69.35,30.65,-1.06,1.06
11390,6783.288568,3450.486703,66.28,33.72,66.53,33.47,-0.25,0.25
11391,4759.897434,4409.327324,51.91,48.09,48.51,51.49,3.4,-3.4
11392,3664.203438,1690.904595,68.42,31.58,70.74,29.26,-2.32,2.32
11393,4906.276942,3670.342007,57.21,42.79,60.94,39.06,-3.73,3.73
11394,7529.517323,2044.931911,78.64,21.36,78.01,21.99,0.63,-0.63
11395,5350.488551,2462.463187,68.48,31.52,69.51,30.49,-1.03,1.03
11396,2857.37196,2266.480594,55.77,44.23,51.64,48.36,4.13,-4.13
11398,4135.448489,6280.826583,39.7,60.3,36.6,63.4,3.1,-3.1
11399,4010.123847,5396.986705,42.63,57.37,38.57,61.43,4.06,-4.06
11400,5867.803121,8546.793987,40.71,59.29,36.77,63.23,3.94,-3.94
11401,2063.290988,2723.927462,43.1,56.9,38.04,61.96,5.06,-5.06
11402,4937.026211,8570.403455,36.55,63.45,32.43,67.57,4.12,-4.12
11403,4451.680083,6209.841602,41.75,58.25,40.75,59.25,1,-1
11404,2960.281854,3635.510114,44.88,55.12,43.07,56.93,1.81,-1.81
11406,3948.632463,5907.030955,40.06,59.94,38.62,61.38,1.44,-1.44
11407,3656.628984,7061.516851,34.12,65.88,28.29,71.71,5.83,-5.83
11408,4227.806483,8037.38705,34.47,65.53,28.16,71.84,6.31,-6.31
11409,2950.909136,5921.933552,33.26,66.74,28.06,71.94,5.2,-5.2
11410,2975.722541,8057.359878,26.97,73.03,22.94,77.06,4.03,-4.03
11411,3494.179327,7244.010865,32.54,67.46,28.44,71.56,4.1,-4.1
11412,2996.499611,6406.749354,31.87,68.13,28.17,71.83,3.7,-3.7
11413,4203.735761,5528.711732,43.19,56.81,35.38,64.62,7.81,-7.81
11414,4159.774985,5206.591113,44.41,55.59,38.77,61.23,5.64,-5.64
11415,7046.159426,8931.101925,44.1,55.9,32.35,67.65,11.75,-11.75
11416,3920.97312,4572.336288,46.17,53.83,37.87,62.13,8.3,-8.3
11417,2312.761717,2851.982472,44.78,55.22,38.79,61.21,5.99,-5.99
11418,5302.700637,5867.947122,47.47,52.53,37.04,62.96,10.43,-10.43
11419,5768.810461,5356.753895,51.85,48.15,40.73,59.27,11.12,-11.12
11420,3275.598888,4570.164814,41.75,58.25,36.04,63.96,5.71,-5.71
11421,2342.276055,4232.217229,35.63,64.37,32.41,67.59,3.22,-3.22
11422,3159.034756,5181.682626,37.87,62.13,33.89,66.11,3.98,-3.98
11423,5145.12526,9272.947412,35.69,64.31,33.38,66.62,2.31,-2.31
11424,2911.146548,4314.232708,40.29,59.71,37.91,62.09,2.38,-2.38
11425,1535.629877,2709.894396,36.17,63.83,34.74,65.26,1.43,-1.43
11426,5268.261634,6353.648155,45.33,54.67,41.03,58.97,4.3,-4.3
11427,2682.377383,4104.440941,39.52,60.48,37.15,62.85,2.37,-2.37
11428,4750.633866,9317.176716,33.77,66.23,31.56,68.44,2.21,-2.21
11429,5620.199117,5499.651207,50.54,49.46,43.49,56.51,7.05,-7.05
11430,4364.760159,4593.648508,48.72,51.28,42.13,57.87,6.59,-6.59
11431,4901.241377,8617.387152,36.26,63.74,33.65,66.35,2.61,-2.61
11432,662.588583,1547.759234,29.98,70.02,27.87,72.13,2.11,-2.11
11433,2463.601805,5113.283059,32.51,67.49,34.61,65.39,-2.1,2.1
11434,4466.9559,7512.002318,37.29,62.71,40.16,59.84,-2.87,2.87
11435,6544.37974,9328.123781,41.23,58.77,45.14,54.86,-3.91,3.91
11436,6195.875132,3552.783036,63.56,36.44,63.09,36.91,0.47,-0.47
11437,5906.299564,3501.25079,62.78,37.22,60.62,39.38,2.16,-2.16
11438,6220.383728,3699.583572,62.71,37.29,60.84,39.16,1.87,-1.87
11440,6354.935817,4305.296424,59.61,40.39,57.08,42.92,2.53,-2.53
11441,5320.206516,3384.875055,61.12,38.88,59.85,40.15,1.27,-1.27
11442,6458.500412,4236.972461,60.39,39.61,61.99,38.01,-1.6,1.6
11443,6615.408141,3335.065888,66.48,33.52,64.78,35.22,1.7,-1.7
11444,6609.52632,4314.102582,60.51,39.49,60.1,39.9,0.41,-0.41
11445,1213.406783,1970.743779,38.11,61.89,41.38,58.62,-3.27,3.27
11446,2007.357204,3575.662197,35.95,64.05,37.8,62.2,-1.85,1.85
11447,3630.523239,5788.282691,38.55,61.45,41.89,58.11,-3.34,3.34
11448,1567.111805,3767.087102,29.38,70.62,32.51,67.49,-3.13,3.13
11449,2409.428433,1078.938373,69.07,30.93,67.61,32.39,1.46,-1.46
11450,6337.565174,5444.515464,53.79,46.21,55.53,44.47,-1.74,1.74
11451,7.005411794,8.09632044,46.39,53.61,45.14,54.86,1.25,-1.25
11452,5605.737069,2414.40499,69.9,30.1,68.65,31.35,1.25,-1.25
11453,4566.860865,2427.81647,65.29,34.71,65.63,34.37,-0.34,0.34
11454,7779.018304,5916.395087,56.8,43.2,57.4,42.6,-0.6,0.6
11455,2494.008441,1230.039417,66.97,33.03,65.01,34.99,1.96,-1.96
11456,0.247282609,0.720108696,25.56,74.44,25.21,74.79,0.35,-0.35
11457,3936.144206,4343.967613,47.54,52.46,54.06,45.94,-6.52,6.52
11458,5629.195877,7517.100424,42.82,57.18,49.99,50.01,-7.17,7.17
11459,3242.337056,4726.212742,40.69,59.31,47.11,52.89,-6.42,6.42
11460,4567.221934,6537.07321,41.13,58.87,47.55,52.45,-6.42,6.42
11461,4055.485748,5040.311975,44.59,55.41,52.3,47.7,-7.71,7.71
11462,4497.558899,4914.398997,47.79,52.21,55.4,44.6,-7.61,7.61
11463,1717.852103,3506.307177,32.88,67.12,39.9,60.1,-7.02,7.02
11464,3319.612773,3589.249225,48.05,51.95,53.79,46.21,-5.74,5.74
11465,872.5779631,1864.581313,31.88,68.12,37.16,62.84,-5.28,5.28
11466,3126.414402,4736.040673,39.76,60.24,42.82,57.18,-3.06,3.06
11467,3407.237141,4911.290693,40.96,59.04,45.52,54.48,-4.56,4.56
11468,1003.496453,2097.382463,32.36,67.64,38.19,61.81,-5.83,5.83
11469,1685.81392,1731.388166,49.33,50.67,57.61,42.39,-8.28,8.28
11470,5007.046599,4767.467496,51.23,48.77,60.24,39.76,-9.01,9.01
11473,3564.728048,3479.217972,50.61,49.39,46.67,53.33,3.94,-3.94
11475,1.14397019,0.722899729,61.28,38.72,60.98,39.02,0.3,-0.3
11476,5241.427575,6977.402454,42.9,57.1,41.19,58.81,1.71,-1.71
11477,4574.36014,4974.138209,47.91,52.09,49.24,50.76,-1.33,1.33
11478,3555.947364,4225.165238,45.7,54.3,49.94,50.06,-4.24,4.24
11479,5321.75487,2592.75179,67.24,32.76,71.92,28.08,-4.68,4.68
11480,4094.744815,1726.707313,70.34,29.66,72.41,27.59,-2.07,2.07
11481,4085.866156,2850.617611,58.9,41.1,65.44,34.56,-6.54,6.54
11482,6661.590983,6607.828316,50.2,49.8,55.68,44.32,-5.48,5.48
11483,4511.9624,2502.296928,64.33,35.67,69.94,30.06,-5.61,5.61
11484,4512.808748,3383.4618,57.15,42.85,62.13,37.87,-4.98,4.98
11485,5880.161603,4717.543161,55.49,44.51,59.99,40.01,-4.5,4.5
11486,1.88824434,1.638141472,53.55,46.45,58.64,41.36,-5.09,5.09
11487,3.38874729,1.538478079,68.78,31.22,69.83,30.17,-1.05,1.05
11489,4819.213032,3716.988879,56.46,43.54,58.81,41.19,-2.35,2.35
