SA2_5digitcode_2016,ALP_TPP_2019,LNP_TPP_2019,ALP_TPP_2019_pc,LNP_TPP_2019_pc,ALP_TPP_2016_pc,LNP_TPP_2016_pc,ALP_TPP_swing,LNP_TPP_swing
21245,5820.653728,3407.396843,63.08,36.92,65.37,34.63,-2.29,2.29
21246,5494.394899,3490.123323,61.15,38.85,63.39,36.61,-2.24,2.24
21247,4355.271357,1289.032327,77.16,22.84,76.7,23.3,0.46,-0.46
21248,12.20532945,10.97650484,52.65,47.35,54.77,45.23,-2.12,2.12
21249,6430.680969,2441.551648,72.48,27.52,73.36,26.64,-0.88,0.88
21250,1803.148686,1079.461744,62.55,37.45,65.79,34.21,-3.24,3.24
21251,2693.469291,3332.099719,44.7,55.3,44.8,55.2,-0.1,0.1
21254,3088.699354,4987.436361,38.24,61.76,41.3,58.7,-3.06,3.06
21255,1279.567578,2581.647351,33.14,66.86,36.78,63.22,-3.64,3.64
21256,3035.755605,5397.545235,36,64,39.91,60.09,-3.91,3.91
21257,1450.131847,2948.598244,32.97,67.03,36.74,63.26,-3.77,3.77
21258,2110.15623,3672.77429,36.49,63.51,40.58,59.42,-4.09,4.09
21259,2833.87375,4380.140744,39.28,60.72,39.26,60.74,0.02,-0.02
21260,3538.818323,5925.307755,37.39,62.61,37.87,62.13,-0.48,0.48
21261,3297.639347,5237.461088,38.64,61.36,37.58,62.42,1.06,-1.06
21262,2211.741579,3211.397707,40.78,59.22,38.97,61.03,1.81,-1.81
21263,2465.261279,2745.875309,47.31,52.69,47.13,52.87,0.18,-0.18
21265,4027.825489,5876.203411,40.67,59.33,40.26,59.74,0.41,-0.41
21266,3660.732747,4204.370363,46.54,53.46,43.43,56.57,3.11,-3.11
21267,4942.603196,5330.398276,48.11,51.89,44.94,55.06,3.17,-3.17
21268,2303.809084,2920.684567,44.1,55.9,40.99,59.01,3.11,-3.11
21269,2354.255923,2303.357034,50.55,49.45,48.37,51.63,2.18,-2.18
21270,3767.690041,3797.534839,49.8,50.2,45.78,54.22,4.02,-4.02
21271,2579.613656,2505.166048,50.73,49.27,46.74,53.26,3.99,-3.99
21272,2271.736165,2667.277979,46,54,42.97,57.03,3.03,-3.03
21273,2249.867111,2957.64266,43.2,56.8,41.21,58.79,1.99,-1.99
21274,2960.364369,2149.031796,57.94,42.06,53.7,46.3,4.24,-4.24
21275,2199.075768,3411.647946,39.19,60.81,41.26,58.74,-2.07,2.07
21276,3616.792075,3883.781005,48.22,51.78,45.88,54.12,2.34,-2.34
21277,2025.393726,2647.385514,43.34,56.66,46.33,53.67,-2.99,2.99
21278,4056.601564,6186.742027,39.6,60.4,41.42,58.58,-1.82,1.82
21279,1298.03276,1636.520894,44.23,55.77,43.8,56.2,0.43,-0.43
21280,1566.712499,2016.803889,43.72,56.28,44.16,55.84,-0.44,0.44
21281,4795.603918,6474.851549,42.55,57.45,44.26,55.74,-1.71,1.71
21282,3114.406269,2222.628922,58.35,41.65,53.53,46.47,4.82,-4.82
21283,2166.899134,3096.26535,41.17,58.83,43.02,56.98,-1.85,1.85
21284,3013.948921,1931.610068,60.94,39.06,57.13,42.87,3.81,-3.81
21285,1587.047669,2668.895647,37.29,62.71,39.9,60.1,-2.61,2.61
21286,3994.823116,4549.532122,46.75,53.25,48.9,51.1,-2.15,2.15
21287,3920.577127,5016.023714,43.87,56.13,43.78,56.22,0.09,-0.09
21288,1747.162731,3280.054818,34.75,65.25,35.55,64.45,-0.8,0.8
21289,4168.984349,4714.688692,46.93,53.07,44.37,55.63,2.56,-2.56
21290,1544.116361,2365.637045,39.49,60.51,38.03,61.97,1.46,-1.46
21291,4536.609612,5000.979011,47.57,52.43,48.76,51.24,-1.19,1.19
21292,6642.230555,7488.90091,47,53,48.63,51.37,-1.63,1.63
21293,4905.50062,6446.861851,43.21,56.79,43.75,56.25,-0.54,0.54
21294,4899.046036,5767.347796,45.93,54.07,47.25,52.75,-1.32,1.32
21295,2637.659154,1298.690313,67.01,32.99,70.15,29.85,-3.14,3.14
21297,2904.512331,1650.733155,63.76,36.24,65.3,34.7,-1.54,1.54
21299,1751.156002,2212.706695,44.18,55.82,45.81,54.19,-1.63,1.63
21300,5223.667754,3557.542809,59.49,40.51,60.28,39.72,-0.79,0.79
21301,8826.092413,6937.419847,55.99,44.01,54.92,45.08,1.07,-1.07
21302,5336.955874,3586.368678,59.81,40.19,59.97,40.03,-0.16,0.16
21303,2543.986526,2563.894493,49.81,50.19,47.14,52.86,2.67,-2.67
21304,4180.844191,2806.872579,59.83,40.17,61.06,38.94,-1.23,1.23
21305,6635.650076,3382.994187,66.23,33.77,67.12,32.88,-0.89,0.89
21306,3812.77291,2399.795886,61.37,38.63,61.47,38.53,-0.1,0.1
21308,1643.716557,2037.198241,44.66,55.34,44.38,55.62,0.28,-0.28
21309,3853.249657,2363.269982,61.98,38.02,61.64,38.36,0.34,-0.34
21310,3219.829217,1631.249499,66.37,33.63,65.74,34.26,0.63,-0.63
21311,6381.673434,2936.970992,68.48,31.52,66.37,33.63,2.11,-2.11
21312,6452.844532,3574.809953,64.35,35.65,64.43,35.57,-0.08,0.08
21313,3181.556122,2748.617533,53.65,46.35,49.96,50.04,3.69,-3.69
21314,7789.511537,4474.705287,63.51,36.49,63.52,36.48,-0.01,0.01
21316,2403.001293,1180.314856,67.06,32.94,65.19,34.81,1.87,-1.87
21317,5583.934309,2548.114395,68.67,31.33,65.19,34.81,3.48,-3.48
21318,3973.560896,1719.506513,69.8,30.2,66.12,33.88,3.68,-3.68
21319,3932.959916,3433.677142,53.39,46.61,51.97,48.03,1.42,-1.42
21320,2787.152783,1853.886826,60.05,39.95,57.35,42.65,2.7,-2.7
21321,4230.723557,5215.834433,44.79,55.21,44.22,55.78,0.57,-0.57
21322,3724.739228,3946.16153,48.56,51.44,46.95,53.05,1.61,-1.61
21323,3333.600917,3683.657951,47.51,52.49,47.81,52.19,-0.3,0.3
21324,3962.550199,3680.864304,51.84,48.16,49.26,50.74,2.58,-2.58
21325,4788.897928,4316.020629,52.6,47.4,52.75,47.25,-0.15,0.15
21326,5950.853631,3867.074577,60.61,39.39,57.7,42.3,2.91,-2.91
21327,4648.759927,5549.362986,45.58,54.42,43,57,2.58,-2.58
21328,2014.952837,982.1023376,67.23,32.77,71.51,28.49,-4.28,4.28
21329,3126.602952,1584.486058,66.37,33.63,73.46,26.54,-7.09,7.09
21330,6413.664706,2695.243631,70.41,29.59,74.42,25.58,-4.01,4.01
21331,2900.327261,1318.568346,68.75,31.25,75.1,24.9,-6.35,6.35
21332,4359.18142,2684.926627,61.88,38.12,69.27,30.73,-7.39,7.39
21333,3850.917245,1715.895275,69.18,30.82,76.52,23.48,-7.34,7.34
21334,5711.988252,2684.876517,68.03,31.97,74.94,25.06,-6.91,6.91
21335,4982.207838,2370.174913,67.76,32.24,75.01,24.99,-7.25,7.25
21336,2589.244021,1186.529094,68.58,31.42,72.21,27.79,-3.63,3.63
21337,3578.001307,1758.340749,67.05,32.95,73.39,26.61,-6.34,6.34
21338,5900.663428,2854.879867,67.39,32.61,73.97,26.03,-6.58,6.58
21339,3208.710028,1690.843512,65.49,34.51,69.8,30.2,-4.31,4.31
21340,5454.352505,4207.727228,56.45,43.55,63.89,36.11,-7.44,7.44
21341,4666.883171,2961.354201,61.18,38.82,61.31,38.69,-0.13,0.13
21342,6560.758285,3611.903327,64.49,35.51,66.3,33.7,-1.81,1.81
21343,4574.561545,2319.240314,66.36,33.64,66.11,33.89,0.25,-0.25
21344,6363.668992,3130.657455,67.03,32.97,64.76,35.24,2.27,-2.27
21345,1470.080606,964.7667264,60.38,39.62,60.82,39.18,-0.44,0.44
21346,5582.08354,3371.777399,62.34,37.66,58.88,41.12,3.46,-3.46
21347,4958.634349,2130.474387,69.95,30.05,68.9,31.1,1.05,-1.05
21348,4961.220958,1691.741386,74.57,25.43,70.75,29.25,3.82,-3.82
21349,3540.991635,1712.673702,67.4,32.6,64,36,3.4,-3.4
21350,3718.91208,1168.061961,76.1,23.9,71.31,28.69,4.79,-4.79
21351,3745.001469,1331.10056,73.78,26.22,69.8,30.2,3.98,-3.98
21352,5903.179556,2154.199598,73.26,26.74,69.25,30.75,4.01,-4.01
21353,5897.607941,4317.331167,57.74,42.26,58.25,41.75,-0.51,0.51
21355,5877.800979,3390.267842,63.42,36.58,66.55,33.45,-3.13,3.13
21356,5841.210204,3305.377423,63.86,36.14,65.76,34.24,-1.9,1.9
21357,7534.954288,4234.250933,64.02,35.98,66.03,33.97,-2.01,2.01
21358,5597.849941,3034.571417,64.85,35.15,66.44,33.56,-1.59,1.59
21359,1163.74248,623.4012735,65.12,34.88,66.18,33.82,-1.06,1.06
21360,4535.517599,2403.963492,65.36,34.64,68.66,31.34,-3.3,3.3
21361,5719.939699,3443.557347,62.42,37.58,65.06,34.94,-2.64,2.64
21362,5501.786465,3318.397062,62.38,37.62,64.79,35.21,-2.41,2.41
21363,1957.6656,1072.985073,64.6,35.4,65.61,34.39,-1.01,1.01
21365,8984.60034,4956.414726,64.45,35.55,65.69,34.31,-1.24,1.24
21366,5159.716963,2816.429729,64.69,35.31,64.19,35.81,0.5,-0.5
21368,3804.976194,2862.163412,57.07,42.93,59.23,40.77,-2.16,2.16
21369,6889.381907,3863.197864,64.07,35.93,65.5,34.5,-1.43,1.43
21370,5811.696064,4303.310431,57.46,42.54,60.05,39.95,-2.59,2.59
21371,6242.83866,5028.17107,55.39,44.61,53.63,46.37,1.76,-1.76
21372,5186.062162,3733.521384,58.14,41.86,57.78,42.22,0.36,-0.36
21373,4955.035898,4871.772202,50.42,49.58,47.74,52.26,2.68,-2.68
21374,6230.955138,6223.327786,50.03,49.97,50.57,49.43,-0.54,0.54
21375,4761.366667,3412.018502,58.25,41.75,57.45,42.55,0.8,-0.8
21376,3545.375241,2798.055835,55.89,44.11,58.07,41.93,-2.18,2.18
21377,3189.879267,3904.361346,44.96,55.04,42.75,57.25,2.21,-2.21
21378,1579.753349,1708.541041,48.04,51.96,41.7,58.3,6.34,-6.34
21379,5986.184667,6811.923085,46.77,53.23,45.42,54.58,1.35,-1.35
21380,6082.915363,8024.184687,43.12,56.88,43.35,56.65,-0.23,0.23
21381,4185.670169,5693.82279,42.37,57.63,39.22,60.78,3.15,-3.15
21382,4478.733599,6044.086124,42.56,57.44,41.8,58.2,0.76,-0.76
21383,4618.916291,5317.767673,46.48,53.52,43.39,56.61,3.09,-3.09
21384,5730.499991,6578.210428,46.56,53.44,44.03,55.97,2.53,-2.53
21385,4464.130824,5616.659152,44.28,55.72,43.7,56.3,0.58,-0.58
21386,1987.018385,2158.80364,47.93,52.07,46.89,53.11,1.04,-1.04
21387,670.2648963,1049.426932,38.98,61.02,38.12,61.88,0.86,-0.86
21388,3035.121126,6736.249669,31.06,68.94,28.83,71.17,2.23,-2.23
21389,602.5051607,1338.508603,31.04,68.96,28.35,71.65,2.69,-2.69
21390,992.817129,2574.540535,27.83,72.17,25.88,74.12,1.95,-1.95
21391,523.6393154,1046.664145,33.35,66.65,29.77,70.23,3.58,-3.58
21392,1917.717068,2368.437643,44.74,55.26,42,58,2.74,-2.74
21393,361.0319157,984.1758605,26.84,73.16,24.77,75.23,2.07,-2.07
21394,974.4773082,2605.094918,27.22,72.78,26.98,73.02,0.24,-0.24
21395,1355.24466,2453.247268,35.58,64.42,30.43,69.57,5.15,-5.15
21396,981.7597516,1659.851622,37.17,62.83,31.91,68.09,5.26,-5.26
21398,497.7433431,1322.130193,27.35,72.65,23.14,76.86,4.21,-4.21
21399,1124.798372,1925.537507,36.87,63.13,32.48,67.52,4.39,-4.39
21400,845.4066337,2152.030945,28.2,71.8,23.4,76.6,4.8,-4.8
21401,751.0562748,2547.848282,22.77,77.23,19.49,80.51,3.28,-3.28
21402,482.4411338,1435.831584,25.15,74.85,20.5,79.5,4.65,-4.65
21403,316.0027399,748.3985243,29.69,70.31,27.87,72.13,1.82,-1.82
21404,1360.935035,4234.881304,24.32,75.68,22.13,77.87,2.19,-2.19
21405,776.5070481,2494.087101,23.74,76.26,21.16,78.84,2.58,-2.58
21406,2433.110915,6521.155794,27.17,72.83,22.54,77.46,4.63,-4.63
21407,1417.665155,4658.990498,23.33,76.67,21.74,78.26,1.59,-1.59
21408,508.6428038,1698.967805,23.04,76.96,19.12,80.88,3.92,-3.92
21409,585.6076402,1764.090424,24.92,75.08,19.34,80.66,5.58,-5.58
21410,544.9602213,1612.557878,25.26,74.74,23.97,76.03,1.29,-1.29
21411,914.9171755,2450.171325,27.19,72.81,26.65,73.35,0.54,-0.54
21412,408.403446,1119.149948,26.74,73.26,27.6,72.4,-0.86,0.86
21413,1787.810697,5164.954993,25.71,74.29,21.32,78.68,4.39,-4.39
21414,1523.101209,3576.101698,29.87,70.13,30.1,69.9,-0.23,0.23
21415,1329.476251,3060.657137,30.28,69.72,24.84,75.16,5.44,-5.44
21416,2876.891933,6880.849629,29.48,70.52,24.27,75.73,5.21,-5.21
21417,3720.072727,8451.742527,30.56,69.44,23.99,76.01,6.57,-6.57
21418,550.1598056,1792.615572,23.48,76.52,19.18,80.82,4.3,-4.3
21419,1541.732782,4097.824719,27.34,72.66,22.87,77.13,4.47,-4.47
21420,1983.286871,3165.882269,38.52,61.48,40.95,59.05,-2.43,2.43
21421,2168.406032,4032.338357,34.97,65.03,35.81,64.19,-0.84,0.84
21422,3186.946533,3727.168613,46.09,53.91,49.66,50.34,-3.57,3.57
21423,1211.863164,2487.197276,32.76,67.24,33.11,66.89,-0.35,0.35
21424,3075.250792,4748.669247,39.31,60.69,39.16,60.84,0.15,-0.15
21425,2663.751568,3795.547559,41.24,58.76,41.4,58.6,-0.16,0.16
21426,3963.499609,3246.976777,54.97,45.03,50.64,49.36,4.33,-4.33
21427,3626.74295,3035.303943,54.44,45.56,50.41,49.59,4.03,-4.03
21428,7807.573467,2273.191596,77.45,22.55,75.35,24.65,2.1,-2.1
21429,4943.935866,1362.807302,78.39,21.61,75.27,24.73,3.12,-3.12
21430,5393.810419,4356.80014,55.32,44.68,57.3,42.7,-1.98,1.98
21431,4172.872078,1651.813565,71.64,28.36,69.42,30.58,2.22,-2.22
21432,2466.731669,938.737444,72.43,27.57,70.68,29.32,1.75,-1.75
21433,3118.53729,1091.828285,74.07,25.93,71.93,28.07,2.14,-2.14
21434,5248.847537,2959.262975,63.95,36.05,63.75,36.25,0.2,-0.2
21435,3827.010503,1762.224925,68.47,31.53,65.1,34.9,3.37,-3.37
21436,4010.000519,1869.775812,68.2,31.8,64.37,35.63,3.83,-3.83
21437,3093.204763,1130.640053,73.23,26.77,70.69,29.31,2.54,-2.54
21438,6495.361109,2586.921873,71.52,28.48,68.59,31.41,2.93,-2.93
21439,770.1948436,631.0480549,54.97,45.03,53.89,46.11,1.08,-1.08
21440,1944.789775,744.9751717,72.3,27.7,68.99,31.01,3.31,-3.31
21441,2459.316283,988.1228016,71.34,28.66,72.27,27.73,-0.93,0.93
21442,3246.287655,1323.166861,71.04,28.96,72.14,27.86,-1.1,1.1
21443,5072.886933,2083.671098,70.88,29.12,72.13,27.87,-1.25,1.25
21444,4012.991007,1592.379007,71.59,28.41,71.01,28.99,0.58,-0.58
21445,2363.280885,1090.962146,68.42,31.58,67.67,32.33,0.75,-0.75
21446,5315.125131,6668.059043,44.35,55.65,47.07,52.93,-2.72,2.72
21447,3492.009804,4330.996654,44.64,55.36,46.24,53.76,-1.6,1.6
21448,3481.416585,4823.483244,41.92,58.08,43.83,56.17,-1.91,1.91
