SA1_7DIG16,state_ab,div_nm,v_lnp_sa1,v_alp_sa1,v_t_sa1,p_lnp_sa1,p_alp_sa1,swing
1131504,NSW,Chifley,98.5,178,276.5,35.63,64.37,6.54
1131505,NSW,Chifley,90.58,167.8,258.38,35.06,64.94,6.16
1131506,NSW,Chifley,126.6,237.7,364.29999999999995,34.76,65.24,6.08
1131507,NSW,Chifley,29.56,60.38,89.94,32.86,67.14,4.07
1131508,NSW,Chifley,61.52,115.7,177.22,34.71,65.29,6.07
1131509,NSW,Chifley,52.47,98.74,151.20999999999998,34.7,65.3,6.88
1131510,NSW,Chifley,60.34,112.2,172.54000000000002,34.96,65.04,6.78
1131511,NSW,Chifley,65.45,123.9,189.35000000000002,34.56,65.44,6.51
1131512,NSW,Chifley,116,211.3,327.3,35.44,64.56,6.35
1131513,NSW,Chifley,79.17,149,228.17000000000002,34.7,65.3,5.78
1131514,NSW,Chifley,110.7,211.4,322.1,34.37,65.63,5.68
1131515,NSW,Chifley,74.92,145.4,220.32,34,66,5.55
1131516,NSW,Chifley,119.1,209.3,328.4,36.27,63.73,6.31
1131517,NSW,Chifley,108,188.9,296.9,36.36,63.64,6.4
1131518,NSW,Chifley,91.64,161.3,252.94,36.24,63.76,6.31
1131519,NSW,Chifley,73.44,130,203.44,36.1,63.9,6.44
1131520,NSW,Chifley,134.4,245.5,379.9,35.39,64.61,6.21
1131521,NSW,Chifley,68.95,122.7,191.65,35.97,64.03,6.54
1131522,NSW,Chifley,126.1,224.6,350.7,35.97,64.03,6.74
1131523,NSW,Chifley,110.4,218.9,329.3,33.52,66.48,5.98
1131524,NSW,Chifley,87.92,167.3,255.22000000000003,34.45,65.55,6.25
1131525,NSW,Chifley,127.2,236.4,363.6,34.99,65.01,6.29
1131526,NSW,Chifley,53.88,100.1,153.98,34.98,65.02,6.17
1131527,NSW,Chifley,66.42,128,194.42000000000002,34.17,65.83,5.78
1131528,NSW,Chifley,76.65,147.7,224.35,34.17,65.83,5.47
1131529,NSW,Chifley,94.61,167.1,261.71,36.15,63.85,6.01
1131530,NSW,Chifley,90.16,161.4,251.56,35.83,64.17,6.15
1131531,NSW,Chifley,53.21,94.51,147.72,36.02,63.98,6.2
1131532,NSW,Chifley,82.35,143.8,226.15,36.41,63.59,6.15
1131533,NSW,Chifley,109.6,194,303.6,36.09,63.91,6.06
1131534,NSW,Chifley,56.17,99.58,155.75,36.06,63.94,6.92
1131535,NSW,Chifley,115.5,220.5,336,34.37,65.63,5.53
1131536,NSW,Chifley,149.4,279.4,428.79999999999995,34.83,65.17,5.86
1131537,NSW,Chifley,106.9,190.4,297.3,35.96,64.04,6.38
1131538,NSW,Chifley,71.77,135.8,207.57,34.57,65.43,5.8
1131539,NSW,Chifley,91.88,174.7,266.58,34.47,65.53,6.09
1131540,NSW,Chifley,78.85,135.9,214.75,36.72,63.28,6.19
1131541,NSW,Chifley,69.41,123.7,193.11,35.95,64.05,6.16
1131542,NSW,Chifley,76.9,141.2,218.1,35.26,64.74,5.83
1131543,NSW,Chifley,114.8,206.2,321,35.77,64.23,5.93
1131544,NSW,Chifley,113.8,214.8,328.6,34.64,65.36,5.99
1131545,NSW,Chifley,67.08,133.9,200.98000000000002,33.37,66.63,5.63
1131546,NSW,Chifley,90.06,179.4,269.46000000000004,33.42,66.58,4.92
1131602,NSW,Chifley,25.96,46.25,72.21000000000001,35.95,64.05,6.07
1131603,NSW,Chifley,42.19,77.58,119.77,35.23,64.77,8.03
1131605,NSW,Chifley,76.18,137.1,213.28,35.72,64.28,7.73
1131606,NSW,Chifley,67.27,121.4,188.67000000000002,35.66,64.34,8.05
1131607,NSW,Chifley,56.22,99.95,156.17000000000002,36,64,7.6
1131608,NSW,Chifley,58.94,106.8,165.74,35.56,64.44,7.94
1131609,NSW,Chifley,36.35,67.32,103.66999999999999,35.06,64.94,8.46
1131610,NSW,Chifley,71.49,132.8,204.29000000000002,34.99,65.01,6.07
1131611,NSW,Chifley,50.9,93.66,144.56,35.21,64.79,6.2
1131612,NSW,Chifley,43.64,79.48,123.12,35.44,64.56,6.37
1131613,NSW,Chifley,78.47,143.2,221.67,35.4,64.6,8.18
1131614,NSW,Chifley,45.13,81.25,126.38,35.71,64.29,7.93
1131615,NSW,Chifley,58.81,106.2,165.01,35.63,64.37,8.57
1131616,NSW,Chifley,48.09,89.21,137.3,35.03,64.97,8.39
1131617,NSW,Chifley,79.27,147.9,227.17000000000002,34.89,65.11,8.44
1131618,NSW,Chifley,52.98,99.05,152.03,34.85,65.15,8.45
1131619,NSW,Chifley,46.07,84.41,130.48,35.31,64.69,8.41
1131620,NSW,Chifley,56.36,99.77,156.13,36.1,63.9,8.38
1131621,NSW,Chifley,42.94,78.97,121.91,35.22,64.78,8.49
1131622,NSW,Chifley,58.71,106,164.71,35.64,64.36,8.55
1131623,NSW,Chifley,103.8,187.4,291.2,35.65,64.35,8.53
1131624,NSW,Chifley,65.75,120.5,186.25,35.3,64.7,8.66
1131625,NSW,Chifley,47.82,87.31,135.13,35.39,64.61,8.48
1131626,NSW,Chifley,68.63,124.1,192.73,35.61,64.39,8.69
1131627,NSW,Chifley,47.28,87.82,135.1,35,65,8.32
1131628,NSW,Chifley,50.85,92.6,143.45,35.45,64.55,8.14
1131629,NSW,Chifley,49.23,90.06,139.29,35.35,64.65,7.78
1131630,NSW,Chifley,66.74,120.1,186.83999999999997,35.72,64.28,8.15
1131631,NSW,Chifley,60.92,111.9,172.82,35.25,64.75,7.86
1131632,NSW,Chifley,72.31,135.8,208.11,34.75,65.25,8.44
1131633,NSW,Chifley,59.72,111.1,170.82,34.96,65.04,6.37
1131634,NSW,Chifley,98.28,178.5,276.78,35.5,64.5,6.07
1131635,NSW,Chifley,26.94,50.24,77.18,34.9,65.1,6.36
1131636,NSW,Chifley,72.63,130.7,203.32999999999998,35.72,64.28,7.69
1131638,NSW,Chifley,73.24,132.4,205.64,35.62,64.38,8.06
1131639,NSW,Chifley,66.58,124.2,190.78,34.89,65.11,8.34
1131640,NSW,Chifley,77.9,140,217.9,35.75,64.25,8.02
1131641,NSW,Chifley,59.76,105.7,165.46,36.11,63.89,8
1131642,NSW,Chifley,201.3,264.6,465.90000000000003,43.21,56.79,3.89
1131643,NSW,Chifley,166.3,217.7,384,43.32,56.68,4.04
1131644,NSW,Chifley,133.5,173.9,307.4,43.43,56.57,3.6
1131645,NSW,Chifley,198,253.4,451.4,43.87,56.13,3.69
1131646,NSW,Chifley,137.9,180.5,318.4,43.3,56.7,3.82
1131647,NSW,Chifley,167.6,221.6,389.2,43.06,56.94,3.86
1131648,NSW,Chifley,153.9,205.6,359.5,42.82,57.18,4.18
1131649,NSW,Chifley,152.8,202.8,355.6,42.97,57.03,3.97
1131651,NSW,Chifley,2.89,4.34,7.23,40.03,59.97,4.71
1131701,NSW,Chifley,1.53,2.96,4.49,34.08,65.92,4.51
1131702,NSW,Chifley,93.67,160.9,254.57,36.79,63.21,5.36
1131703,NSW,Chifley,91.41,148.2,239.60999999999999,38.15,61.85,4.96
1131705,NSW,Chifley,69.03,108.3,177.32999999999998,38.93,61.07,4.64
1131706,NSW,Chifley,65,124.8,189.8,34.24,65.76,7.91
1131707,NSW,Chifley,86.46,168.1,254.56,33.96,66.04,7.38
1131708,NSW,Chifley,60.88,119.7,180.58,33.72,66.28,7.84
1131709,NSW,Chifley,86.6,175.5,262.1,33.04,66.96,7.7
1131710,NSW,Chifley,93.59,149.2,242.79,38.55,61.45,5.31
1131711,NSW,Chifley,105.1,173.9,279,37.66,62.34,6.33
1131712,NSW,Chifley,68.59,110.4,178.99,38.32,61.68,4.54
1131714,NSW,Chifley,68.89,131.2,200.08999999999997,34.43,65.57,7.98
1131715,NSW,Chifley,84.67,157.5,242.17000000000002,34.96,65.04,7.97
1131718,NSW,Chifley,79.89,169.3,249.19,32.06,67.94,5.02
1131719,NSW,Chifley,83.86,181.6,265.46,31.6,68.4,4.8
1131720,NSW,Chifley,80.09,167.9,247.99,32.3,67.7,5.39
1131721,NSW,Chifley,116.6,190.6,307.2,37.95,62.05,6.16
1131723,NSW,Chifley,36.79,76.29,113.08000000000001,32.54,67.46,5.71
1131724,NSW,Chifley,65.11,106.2,171.31,38.01,61.99,5.99
1131725,NSW,Chifley,63.17,121.1,184.26999999999998,34.29,65.71,7.55
1131726,NSW,Chifley,83.86,167.4,251.26,33.38,66.62,6.96
1131727,NSW,Chifley,47.49,95.96,143.45,33.1,66.9,7.02
1131728,NSW,Chifley,97.05,162.8,259.85,37.35,62.65,5.99
1131729,NSW,Chifley,65.26,106.7,171.96,37.95,62.05,5.98
1131730,NSW,Chifley,83.06,133.1,216.16,38.42,61.58,5.34
1131731,NSW,Chifley,101.3,169.3,270.6,37.44,62.56,5.49
1131732,NSW,Chifley,55.89,109.6,165.49,33.76,66.24,8.26
1131733,NSW,Chifley,91.55,174.4,265.95,34.42,65.58,8.2
1131734,NSW,Chifley,60.51,131.3,191.81,31.54,68.46,4.19
1131736,NSW,Chifley,53.34,112.3,165.64,32.2,67.8,4.58
1131737,NSW,Chifley,56.64,115.6,172.24,32.88,67.12,5.6
1131738,NSW,Chifley,54.38,113,167.38,32.48,67.52,5.14
1131739,NSW,Chifley,78.32,172.3,250.62,31.25,68.75,4.36
1131742,NSW,Chifley,81.09,175.5,256.59000000000003,31.61,68.39,4.77
1131744,NSW,Chifley,54.95,121.5,176.45,31.15,68.85,4.51
1131746,NSW,Chifley,101.4,205.3,306.70000000000005,33.05,66.95,5.2
1131747,NSW,Chifley,51.2,105.9,157.10000000000002,32.59,67.41,5.55
1131748,NSW,Chifley,70.96,116.8,187.76,37.79,62.21,5.63
1131749,NSW,Chifley,50.65,105.2,155.85,32.49,67.51,4.95
1131750,NSW,Chifley,57.83,104.9,162.73000000000002,35.54,64.46,5.05
1131751,NSW,Chifley,50.55,111.9,162.45,31.11,68.89,4.58
1131752,NSW,Chifley,50.25,105.4,155.65,32.29,67.71,4.76
1131753,NSW,Chifley,39.6,84.18,123.78,31.99,68.01,5
1131754,NSW,Chifley,81.36,142.3,223.66000000000003,36.38,63.62,4.79
1131755,NSW,Chifley,36.23,74.62,110.85,32.68,67.32,4.84
1131756,NSW,Chifley,54.04,116,170.04,31.78,68.22,4.07
1131757,NSW,Chifley,61.13,101.5,162.63,37.59,62.41,5.8
1131758,NSW,Chifley,43.2,85.99,129.19,33.44,66.56,5.34
1131759,NSW,Chifley,30.56,61.1,91.66,33.34,66.66,5.15
1131760,NSW,Chifley,39.88,86.85,126.72999999999999,31.47,68.53,4.24
1131761,NSW,Chifley,37.01,80.93,117.94,31.38,68.62,4.26
1131762,NSW,Chifley,70.41,144.3,214.71,32.8,67.2,5.38
1131801,NSW,Chifley,1.02,1.69,2.71,37.64,62.36,3.65
1131907,NSW,Chifley,72.77,133.6,206.37,35.27,64.73,5.92
1131913,NSW,Chifley,136.3,253.4,389.70000000000005,34.97,65.03,5.64
1131914,NSW,Chifley,116.5,216.6,333.1,34.98,65.02,5.84
1131915,NSW,Chifley,89.78,164.7,254.48,35.27,64.73,5.66
1131916,NSW,Chifley,95.81,173.9,269.71000000000004,35.52,64.48,6.29
1131917,NSW,Chifley,129.8,233.4,363.20000000000005,35.74,64.26,6
1131918,NSW,Chifley,86.24,159.9,246.14,35.04,64.96,5.87
1131919,NSW,Chifley,50.53,83.1,133.63,37.81,62.19,6.46
1131920,NSW,Chifley,1.02,1.74,2.76,36.89,63.11,9.82
1131921,NSW,Chifley,139.6,254.3,393.9,35.44,64.56,5.83
1131922,NSW,Chifley,123.4,224.8,348.20000000000005,35.44,64.56,5.76
1131923,NSW,Chifley,97.93,178,275.93,35.49,64.51,5.89
1131924,NSW,Chifley,80.38,133.4,213.78,37.59,62.41,6.85
1131925,NSW,Chifley,71.26,117.5,188.76,37.75,62.25,6.86
1131926,NSW,Chifley,84.02,131.4,215.42000000000002,39,61,7.05
1131928,NSW,Chifley,123.1,207,330.1,37.29,62.71,7.18
1131929,NSW,Chifley,122.4,202.6,325,37.67,62.33,7.42
1131930,NSW,Chifley,66.88,115.2,182.07999999999998,36.72,63.28,6.79
1131931,NSW,Chifley,151.8,255.7,407.5,37.26,62.74,7.04
1131932,NSW,Chifley,92.37,154.7,247.07,37.39,62.61,6.48
1131933,NSW,Chifley,88.8,149.1,237.89999999999998,37.33,62.67,6.91
1131934,NSW,Chifley,86.43,146.4,232.83,37.11,62.89,7.06
1131935,NSW,Chifley,101.5,174.6,276.1,36.75,63.25,6.61
1131936,NSW,Chifley,86,143,229,37.55,62.45,6.87
1131937,NSW,Chifley,132.6,225.2,357.79999999999995,37.05,62.95,6.95
1131938,NSW,Chifley,77.18,129.5,206.68,37.34,62.66,6.91
1131944,NSW,Chifley,102.9,174.4,277.3,37.11,62.89,6.67
1131945,NSW,Chifley,91.42,158.2,249.62,36.62,63.38,6.74
1131946,NSW,Chifley,116.1,199,315.1,36.83,63.17,6.7
1131947,NSW,Chifley,64.39,116.2,180.59,35.65,64.35,6.93
1131948,NSW,Chifley,123.1,215.2,338.29999999999995,36.39,63.61,6.62
1156017,NSW,Chifley,0.35,0.57,0.9199999999999999,37.79,62.21,4.86
1156101,NSW,Chifley,125.7,194.2,319.9,39.3,60.7,5.25
1156102,NSW,Chifley,68.38,106.3,174.68,39.15,60.85,5.04
1156103,NSW,Chifley,62.16,90.45,152.61,40.73,59.27,5.41
1156104,NSW,Chifley,100.3,156.9,257.2,38.99,61.01,4.95
1156105,NSW,Chifley,131.2,205.4,336.6,38.98,61.02,4.74
1156106,NSW,Chifley,153.1,215.4,368.5,41.55,58.45,6.73
1156107,NSW,Chifley,110.3,170.8,281.1,39.23,60.77,5.18
1156108,NSW,Chifley,110.2,154.4,264.6,41.65,58.35,7.35
1156109,NSW,Chifley,71.19,102.7,173.89,40.93,59.07,6.54
1156110,NSW,Chifley,67.37,105.5,172.87,38.96,61.04,5.08
1156111,NSW,Chifley,62.55,96.72,159.26999999999998,39.27,60.73,4.91
1156112,NSW,Chifley,110.2,162.4,272.6,40.44,59.56,5.7
1156113,NSW,Chifley,125.6,174.7,300.29999999999995,41.81,58.19,7.26
1156114,NSW,Chifley,52.93,84.06,136.99,38.63,61.37,5.15
1156115,NSW,Chifley,89.41,137.6,227.01,39.39,60.61,5.07
1156116,NSW,Chifley,83.22,127.4,210.62,39.51,60.49,5.04
1156117,NSW,Chifley,155.3,235.8,391.1,39.7,60.3,5.11
1156118,NSW,Chifley,102.8,156.5,259.3,39.65,60.35,5.05
1156119,NSW,Chifley,148,203.3,351.3,42.13,57.87,6.24
1156120,NSW,Chifley,96.24,145.1,241.33999999999997,39.88,60.12,5.43
1156121,NSW,Chifley,82.61,127.2,209.81,39.36,60.64,4.42
1156122,NSW,Chifley,65.93,102.2,168.13,39.21,60.79,5.06
1156123,NSW,Chifley,80.52,114.2,194.72,41.34,58.66,6.53
1156124,NSW,Chifley,85.47,125.8,211.26999999999998,40.46,59.54,5.11
1156125,NSW,Chifley,127,197.9,324.9,39.08,60.92,5.13
1156126,NSW,Chifley,73.98,101,174.98000000000002,42.28,57.72,7.85
1156127,NSW,Chifley,75.69,117.7,193.39,39.14,60.86,5.23
1156128,NSW,Chifley,78.63,114,192.63,40.82,59.18,5.99
1156129,NSW,Chifley,65.4,103.2,168.60000000000002,38.8,61.2,4.19
1156130,NSW,Chifley,130.2,194.3,324.5,40.12,59.88,4.66
1156131,NSW,Chifley,94.29,139.9,234.19,40.27,59.73,5.24
1156132,NSW,Chifley,59.17,86.91,146.07999999999998,40.5,59.5,5.13
1156133,NSW,Chifley,81.8,121.1,202.89999999999998,40.3,59.7,5.06
1156134,NSW,Chifley,89.31,137.4,226.71,39.39,60.61,5.11
1156135,NSW,Chifley,64.76,97.6,162.36,39.89,60.11,5.29
1156308,NSW,Chifley,80.94,118.9,199.84,40.5,59.5,5.29
1156312,NSW,Chifley,111.8,163.9,275.7,40.56,59.44,4.93
1156322,NSW,Chifley,102.3,153.8,256.1,39.94,60.06,4.62
1156323,NSW,Chifley,90.57,133.4,223.97,40.44,59.56,5.2
1156329,NSW,Chifley,76.57,112.4,188.97,40.51,59.49,5.2
1156334,NSW,Chifley,105.7,156.9,262.6,40.25,59.75,5.13
1156352,NSW,Chifley,42.68,64.39,107.07,39.86,60.14,4.68
1156356,NSW,Chifley,24.73,35.41,60.14,41.12,58.88,5.72
2116101,VIC,Chisholm,98.76,93.15,191.91000000000003,51.46,48.54,-2.18
2116102,VIC,Chisholm,146.2,143.2,289.4,50.52,49.48,-2.71
2116103,VIC,Chisholm,148.1,147.5,295.6,50.1,49.9,-3.04
2116104,VIC,Chisholm,118.7,121.2,239.9,49.48,50.52,-3.2
2116105,VIC,Chisholm,183.7,181.3,365,50.32,49.68,-2.85
2116106,VIC,Chisholm,140.1,138,278.1,50.39,49.61,-2.75
2116107,VIC,Chisholm,144.1,143.4,287.5,50.12,49.88,-3.37
2116108,VIC,Chisholm,107.9,104.2,212.10000000000002,50.85,49.15,-2.79
2116109,VIC,Chisholm,146.5,148.3,294.8,49.69,50.31,-3.42
2116110,VIC,Chisholm,97.06,98.21,195.26999999999998,49.7,50.3,-3.01
2116111,VIC,Chisholm,181.1,184.2,365.29999999999995,49.59,50.41,-5.52
2116112,VIC,Chisholm,138.8,139.6,278.4,49.85,50.15,-4.82
2116113,VIC,Chisholm,73.73,78.26,151.99,48.51,51.49,-6.09
2116114,VIC,Chisholm,98.03,99.59,197.62,49.61,50.39,-4.63
2116115,VIC,Chisholm,138,145.1,283.1,48.75,51.25,-5.82
2116116,VIC,Chisholm,150.2,155.8,306,49.09,50.91,-5.74
2116117,VIC,Chisholm,193.3,205.8,399.1,48.43,51.57,-7.35
2116118,VIC,Chisholm,168.1,199.2,367.29999999999995,45.75,54.25,-7.32
2116119,VIC,Chisholm,159.6,175.6,335.2,47.61,52.39,-7.29
2116120,VIC,Chisholm,146.4,156.3,302.70000000000005,48.36,51.64,-7.82
2116121,VIC,Chisholm,208.9,227.7,436.6,47.85,52.15,-7.03
2116122,VIC,Chisholm,138.4,150.1,288.5,47.98,52.02,-8.12
2116123,VIC,Chisholm,185,192.5,377.5,49.01,50.99,-6.66
2116124,VIC,Chisholm,189,201.5,390.5,48.39,51.61,-6.7
2116125,VIC,Chisholm,143,143.2,286.2,49.96,50.04,-6.41
2116126,VIC,Chisholm,93.93,103.8,197.73000000000002,47.5,52.5,-7.17
2116127,VIC,Chisholm,154.8,168.9,323.70000000000005,47.81,52.19,-6.98
2116128,VIC,Chisholm,160,181.9,341.9,46.81,53.19,-8.04
2116129,VIC,Chisholm,160,175.8,335.8,47.65,52.35,-6.86
2116130,VIC,Chisholm,125.9,141.1,267,47.14,52.86,-7.58
2116131,VIC,Chisholm,183.5,190.3,373.8,49.08,50.92,-6.73
2116132,VIC,Chisholm,160.5,157.1,317.6,50.54,49.46,-2.54
2116133,VIC,Chisholm,68.84,70.78,139.62,49.31,50.69,-3.74
2116134,VIC,Chisholm,125.9,123.8,249.7,50.41,49.59,-2.38
2116135,VIC,Chisholm,196,197.6,393.6,49.8,50.2,-3.73
2116136,VIC,Chisholm,214.9,215.5,430.4,49.93,50.07,-3.28
2116137,VIC,Chisholm,106.6,118.5,225.1,47.36,52.64,-5.93
2116138,VIC,Chisholm,228.7,242.9,471.6,48.5,51.5,-6.72
2116139,VIC,Chisholm,162.6,164.9,327.5,49.66,50.34,-3.44
2116140,VIC,Chisholm,93.62,98.14,191.76,48.82,51.18,-5.39
2116141,VIC,Chisholm,123.8,150.3,274.1,45.17,54.83,-7.68
2116142,VIC,Chisholm,186,219.1,405.1,45.92,54.08,-7.18
2116143,VIC,Chisholm,144,152.8,296.8,48.5,51.5,-6.56
2116145,VIC,Chisholm,147.1,140.4,287.5,51.18,48.82,-2.19
2116201,VIC,Chisholm,102.2,107.8,210,48.68,51.32,-5.17
2116202,VIC,Chisholm,116.3,113.4,229.7,50.63,49.37,-4.11
2116203,VIC,Chisholm,144.2,139.4,283.6,50.83,49.17,-3.43
2116204,VIC,Chisholm,119.4,121.7,241.10000000000002,49.51,50.49,-4.66
2116205,VIC,Chisholm,104.9,109.1,214,49.02,50.98,-4.22
2116206,VIC,Chisholm,170.4,173.6,344,49.53,50.47,-2.48
2116207,VIC,Chisholm,100.7,104.6,205.3,49.05,50.95,-2.23
2116208,VIC,Chisholm,169.9,168.3,338.20000000000005,50.24,49.76,-2.62
2116209,VIC,Chisholm,102.3,101.4,203.7,50.21,49.79,-2.5
2116210,VIC,Chisholm,190.6,192.8,383.4,49.71,50.29,-1.44
2116211,VIC,Chisholm,179.5,182.1,361.6,49.65,50.35,-3.8
2116212,VIC,Chisholm,127.9,132.1,260,49.18,50.82,-2.75
2116213,VIC,Chisholm,166.1,165.4,331.5,50.11,49.89,-2.57
2116214,VIC,Chisholm,133.7,140.2,273.9,48.82,51.18,-2.74
2116215,VIC,Chisholm,92.05,94.89,186.94,49.24,50.76,-3.58
2116216,VIC,Chisholm,72.21,73.02,145.23,49.72,50.28,-3.82
2116217,VIC,Chisholm,148.4,89.3,237.7,62.43,37.57,4.36
2116218,VIC,Chisholm,168.7,169.6,338.29999999999995,49.86,50.14,-4.06
2116219,VIC,Chisholm,168.4,167.4,335.8,50.15,49.85,-3.8
2116220,VIC,Chisholm,103.9,104.7,208.60000000000002,49.81,50.19,-3.88
2116221,VIC,Chisholm,215.9,216.8,432.70000000000005,49.9,50.1,-3.73
2116222,VIC,Chisholm,110.3,109.9,220.2,50.09,49.91,-3.9
2116223,VIC,Chisholm,93.68,93.48,187.16000000000003,50.05,49.95,-3
2116224,VIC,Chisholm,89.62,89.34,178.96,50.08,49.92,-3.58
2116225,VIC,Chisholm,139.7,143,282.7,49.42,50.58,-2.79
2116301,VIC,Chisholm,90.96,97.43,188.39,48.28,51.72,-3.28
2116302,VIC,Chisholm,93.24,101.7,194.94,47.83,52.17,-4.14
2116303,VIC,Chisholm,75.24,85.4,160.64,46.84,53.16,-4.88
2116304,VIC,Chisholm,109,116,225,48.44,51.56,-5.14
2116305,VIC,Chisholm,73.84,87.31,161.15,45.82,54.18,-5.49
2116306,VIC,Chisholm,77.32,92.54,169.86,45.52,54.48,-5.29
2116307,VIC,Chisholm,119,139.7,258.7,46.01,53.99,-5.11
2116308,VIC,Chisholm,164.7,165.2,329.9,49.93,50.07,-4.12
2116309,VIC,Chisholm,137.8,156.8,294.6,46.78,53.22,-4.28
2116310,VIC,Chisholm,90.61,104.6,195.20999999999998,46.41,53.59,-5.41
2116311,VIC,Chisholm,110.2,125.5,235.7,46.75,53.25,-3.64
2116312,VIC,Chisholm,77.5,89.72,167.22,46.35,53.65,-4.51
2116313,VIC,Chisholm,70.5,80.46,150.95999999999998,46.7,53.3,-4.42
2116314,VIC,Chisholm,117.7,134.7,252.39999999999998,46.64,53.36,-5.59
2116315,VIC,Chisholm,209.1,221.6,430.7,48.56,51.44,-4.77
2116316,VIC,Chisholm,156.9,161.1,318,49.34,50.66,-3.78
2116318,VIC,Chisholm,111.3,119.2,230.5,48.29,51.71,-3.28
2116319,VIC,Chisholm,177.4,182.3,359.70000000000005,49.33,50.67,-5.11
2116320,VIC,Chisholm,128.3,127.5,255.8,50.16,49.84,-6.36
2116321,VIC,Chisholm,110.4,118.2,228.60000000000002,48.29,51.71,-4.26
2116322,VIC,Chisholm,149.3,146,295.3,50.55,49.45,-6.22
2116323,VIC,Chisholm,65.81,69.66,135.47,48.58,51.42,-3.41
2116324,VIC,Chisholm,124.2,132.4,256.6,48.4,51.6,-4.58
2116325,VIC,Chisholm,70.46,73.97,144.43,48.78,51.22,-4.25
2116326,VIC,Chisholm,106.6,116.6,223.2,47.78,52.22,-2.96
2116327,VIC,Chisholm,100.5,113.4,213.9,46.98,53.02,-3.02
2116328,VIC,Chisholm,119,130.4,249.4,47.73,52.27,-3.89
2116329,VIC,Chisholm,117,138.1,255.1,45.86,54.14,-2.87
2116330,VIC,Chisholm,182.9,208.6,391.5,46.71,53.29,-3.1
2116331,VIC,Chisholm,90.37,93.52,183.89,49.15,50.85,-3.18
2116332,VIC,Chisholm,99.35,100.5,199.85,49.72,50.28,-2.88
2116333,VIC,Chisholm,131,138.1,269.1,48.69,51.31,-3.85
2116334,VIC,Chisholm,88.21,93.97,182.18,48.42,51.58,-3.46
2116335,VIC,Chisholm,79.56,93.87,173.43,45.87,54.13,-4.92
2116336,VIC,Chisholm,127.6,142.5,270.1,47.24,52.76,-4.02
2116337,VIC,Chisholm,77.44,86.41,163.85,47.26,52.74,-3.33
2116338,VIC,Chisholm,37.47,41.88,79.35,47.22,52.78,-5.7
2116339,VIC,Chisholm,66.17,70.75,136.92000000000002,48.33,51.67,-4.17
2116340,VIC,Chisholm,75.62,86.4,162.02,46.67,53.33,-5.07
2116341,VIC,Chisholm,62.65,67.84,130.49,48.01,51.99,-3.39
2116342,VIC,Chisholm,99.5,103.6,203.1,48.98,51.02,-3.39
2116343,VIC,Chisholm,26.6,28.74,55.34,48.06,51.94,-3.93
2116344,VIC,Chisholm,57.86,63.25,121.11,47.77,52.23,-4.18
2116408,VIC,Chisholm,82.19,92.34,174.53,47.09,52.91,-5.46
2116409,VIC,Chisholm,85.53,93.7,179.23000000000002,47.72,52.28,-4.21
2116410,VIC,Chisholm,132.5,142,274.5,48.27,51.73,-4.58
2116411,VIC,Chisholm,140.3,155,295.3,47.52,52.48,-5.97
2116412,VIC,Chisholm,183.6,197,380.6,48.24,51.76,-4.38
2116413,VIC,Chisholm,111.4,123.7,235.10000000000002,47.38,52.62,-4.6
2116414,VIC,Chisholm,133.4,152.9,286.3,46.6,53.4,-4.8
2116415,VIC,Chisholm,123.4,134.4,257.8,47.88,52.12,-4.19
2116416,VIC,Chisholm,145,154.9,299.9,48.34,51.66,-4.61
2116417,VIC,Chisholm,191.6,198.6,390.2,49.09,50.91,-4.11
2116418,VIC,Chisholm,129.3,125.7,255,50.71,49.29,-3.51
2116419,VIC,Chisholm,151.8,155.4,307.20000000000005,49.41,50.59,-3.99
2116420,VIC,Chisholm,149.4,150.8,300.20000000000005,49.76,50.24,-3.51
2116421,VIC,Chisholm,109.7,115.9,225.60000000000002,48.63,51.37,-4.22
2116422,VIC,Chisholm,96.14,98.94,195.07999999999998,49.28,50.72,-3.51
2116423,VIC,Chisholm,109.5,107.2,216.7,50.51,49.49,-3.64
2116424,VIC,Chisholm,97.21,98.13,195.33999999999997,49.77,50.23,-3.94
2116425,VIC,Chisholm,124.7,127.9,252.60000000000002,49.37,50.63,-4.18
2116429,VIC,Chisholm,171.8,180.2,352,48.81,51.19,-4.26
2116430,VIC,Chisholm,117.8,126,243.8,48.32,51.68,-4.58
2116431,VIC,Chisholm,155.9,160.9,316.8,49.22,50.78,-4.19
2116432,VIC,Chisholm,105.3,111,216.3,48.69,51.31,-4.54
2116434,VIC,Chisholm,97,110.2,207.2,46.81,53.19,-6.15
2116435,VIC,Chisholm,77.94,88.84,166.78,46.73,53.27,-5.36
2116437,VIC,Chisholm,81.2,79.78,160.98000000000002,50.44,49.56,-3.37
2116501,VIC,Chisholm,155.1,154.2,309.29999999999995,50.15,49.85,-1.03
2116502,VIC,Chisholm,132.1,133.7,265.79999999999995,49.7,50.3,-1.53
2116503,VIC,Chisholm,180.6,168.1,348.7,51.8,48.2,0.61
2116504,VIC,Chisholm,79.61,80.33,159.94,49.77,50.23,-2.52
2116505,VIC,Chisholm,84.05,88.72,172.76999999999998,48.65,51.35,-3.95
2116506,VIC,Chisholm,77.54,79.33,156.87,49.43,50.57,-4.34
2116507,VIC,Chisholm,79.98,80.02,160,49.99,50.01,-3.88
2116508,VIC,Chisholm,70.84,70.03,140.87,50.29,49.71,-2.91
2116509,VIC,Chisholm,67.75,66.43,134.18,50.49,49.51,-2.85
